"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","Plot","Ring","n_trait","traits","mean_cor","min_cor","max_cor"
5,0.0523855983938572,0.566918617386818,0.894532140286301,0.191753177165784,0.0443768981626991,0.766433908452596,0.753470710742884,0.4881598989182,188,4,2,6,NA,NA,NA
5,0.223474740074917,0.405561826373713,0.525397929804188,0.0842787224386692,0.0247188787102827,1.16873281198242,0.598724301204532,0.577723575141153,201,4,2,6,NA,NA,NA
4,0.242918796356515,0.768477156303872,0.602601326010021,0.098824646525539,0.0341016871225938,1.77022047263539,0.641858823724097,0.700758348061559,222,4,2,6,NA,NA,NA
6,0.208478249973557,0.4811617398688,0.714567524580207,0.253142644592456,0.0747226010917493,1.35684608575974,0.586629501820255,0.613502725831495,306,6,2,6,NA,NA,NA
5,0.223474740074917,0.521895609422884,0.637095605490462,0.205730169799963,0.0616145033677055,1.40009977716056,0.635039415251076,0.621916622215723,344,6,2,6,NA,NA,NA
6,0.21665344313438,0.365859837806056,0.716615388036888,0.165083735231158,0.0458677157254677,1.25460394017329,0.685676628509077,0.591850305533362,355,6,2,6,NA,NA,NA
4,0.0228088864310407,0.199011651258432,0.815808062903675,0.0990442512277681,0.0240735783111429,0.807962952256193,0.650819043597651,0.498802315264085,358,6,2,6,NA,NA,NA
3,0.0119930702568026,0.318539317243691,0.798059806993164,0.196474286696399,0.0703053110570234,0.935090660373273,0.736606128841059,0.61425749200323,67,2,2,7,NA,NA,NA
4,0.186121548859138,0.351478474398306,0.993269020479894,0.159455281459353,0.0569316129014285,1.16475483946211,0.614453340349107,0.619014635716662,69,2,2,7,NA,NA,NA
6,0.249168534163383,0.634297191790856,0.95918218949285,0.270511505076935,0.0922183973023774,1.12541150136794,0.672505986314315,0.584743355780499,104,2,2,7,NA,NA,NA
5,0.2414161660872,0.411916082634027,0.970173173000918,0.341050308072982,0.127887970995433,1.85409453213346,0.613871314183385,0.720840975384524,107,2,2,7,NA,NA,NA
6,0.274111816157602,0.497891049619875,0.983773716394044,0.287314398557319,0.100927179881051,1.23169817172614,0.68567666407374,0.598483981169644,184,4,2,7,NA,NA,NA
5,0.141399202261499,0.534095626572887,0.917278728199091,0.311545775827112,0.11224171811908,0.913540123407179,0.671190711299652,0.592567080527568,188,4,2,7,NA,NA,NA
5,0.201550213763912,0.68969569075458,0.962451139732847,0.124550545964353,0.0399494273079665,1.00919001618414,0.593603290563049,0.560751321469065,201,4,2,7,NA,NA,NA
4,0.243560869861555,0.206354461129374,0.681030133928033,0.157715916566283,0.0579733578921849,1.93945349623625,0.569698446417494,0.715482321992575,222,4,2,7,NA,NA,NA
6,0.206727383685866,0.665667068868661,0.958468317012725,0.306574687220633,0.100732047235535,1.11290024840694,0.723537790933974,0.581374880200052,306,6,2,7,NA,NA,NA
5,0.201550213763912,0.669711823655936,0.920253778072646,0.283223083543561,0.0975273196973065,1.2450627083767,0.679286165904422,0.615695723830543,344,6,2,7,NA,NA,NA
6,0.207608073313144,0.616091855379971,0.957221839357721,0.227167894488871,0.0770580633759324,1.01223412781844,0.666063440418408,0.571748666139696,355,6,2,7,NA,NA,NA
4,0.00302870622405579,0.547512082214942,0.96098035092985,0.14501896972389,0.0502053665046968,0.703671013429962,0.666652346560794,0.553773641745699,358,6,2,7,NA,NA,NA
3,0.0167164109379317,0.313449072915562,0.827713759101547,0.137952806711639,0.0345935504379127,1.01652921539273,0.733078174545513,0.565433494137159,67,2,2,8,NA,NA,NA
4,0.0802307032752273,0.411295703229182,0.986041123781126,0.107321183324133,0.0265431453692158,0.769363028615964,0.65420513439642,0.50139314694285,69,2,2,8,NA,NA,NA
6,0.251166754402683,0.586348473185152,0.960840695051889,0.206974095345997,0.0662812874884991,1.44690548475483,0.545720589856516,0.652618301573836,104,2,2,8,NA,NA,NA
5,0.241667532217381,0.254042794546814,0.873639748091845,0.177555084548996,0.0529297004415119,1.59976245829252,0.603331028900999,0.668516805954398,107,2,2,8,NA,NA,NA
6,0.258318428737244,0.555585909123107,0.926749225482729,0.2043648541252,0.0569833265004499,1.28093368199512,0.566687771313567,0.603636597707702,184,4,2,8,NA,NA,NA
5,0.140358402383842,0.340079088769651,0.898002269003266,0.184264027351516,0.0420071552470948,0.763256222150621,0.694634668510734,0.49805767760199,188,4,2,8,NA,NA,NA
5,0.23624449611751,0.63883993568171,0.978798267613772,0.0932374276638787,0.0303256999560201,1.38532990848477,0.539437636978538,0.624157533125611,201,4,2,8,NA,NA,NA
4,0.00349248563103877,0.0936048560048443,0.705695710258874,0.089949230670923,0.0227659643516421,0.820025379839457,0.659823104810157,0.517464680861407,222,4,2,8,NA,NA,NA
6,0.258318428737244,0.587020816900041,0.91790777348597,0.271387203330238,0.0890540216742568,1.63237625732273,0.543437157471113,0.696086211365971,306,6,2,8,NA,NA,NA
5,0.23624449611751,0.562553719980339,0.932577279724901,0.220699899260401,0.0733806999209374,1.67016243558118,0.555993922787508,0.684978716907444,344,6,2,8,NA,NA,NA
6,0.258318428737244,0.588484379158127,0.94442508121307,0.176774199375599,0.0526871061741072,1.45717218526402,0.567423569864502,0.656243730952553,355,6,2,8,NA,NA,NA
4,0.129733174371445,0.506914553055963,0.986141214914186,0.104497910745854,0.0264573146332096,0.880550196430667,0.652197903207511,0.514451135222459,358,6,2,8,NA,NA,NA
3,0.00309949762116422,0.652771642212442,0.81704600434138,0.101470328014671,0.0126705229696547,0.299544613146869,0.46443457083554,0.303616381422463,67,2,2,9,NA,NA,NA
4,0.0607593894720776,0.588418616958039,0.871548101785053,0.0802101484078659,0.0150394700625712,0.582472421759959,0.433474195926218,0.421957344553238,69,2,2,9,NA,NA,NA
6,0.188644379816383,0.606087219263849,0.846969005137237,0.169241145442297,0.0440216663453292,0.840618930734139,0.580119605658866,0.526697853670686,104,2,2,9,NA,NA,NA
5,0.138255018348724,0.770376463413032,0.778608738651901,0.413663278861178,0.192793581464656,1.50442108213045,0.465315297664312,0.74917446863439,107,2,2,9,NA,NA,NA
6,0.187960491585604,0.483319760209383,0.817277273310288,0.162620843865349,0.0395252817575186,0.808331629508002,0.486060414547659,0.495613020421534,184,4,2,9,NA,NA,NA
5,0.0677629828425632,0.587270954848661,0.835182484087344,0.192054274738938,0.0514209968691066,0.608884998327833,0.534194900021528,0.458719544674164,188,4,2,9,NA,NA,NA
5,0.188644379816383,0.619502903875557,0.941803755165564,0.100682995247536,0.0274504350937934,0.812034233283816,0.483244812356025,0.506326902422127,201,4,2,9,NA,NA,NA
4,0.137584298955014,0.533103846542901,0.70710843983058,0.13450184508894,0.0501673978973868,1.12292424521737,0.444693400306578,0.630035395546592,222,4,2,9,NA,NA,NA
6,0.0998251051899513,0.68174449934789,0.784733228558297,0.164247035745455,0.0420510691061669,0.772822952849269,0.592156597512193,0.492362396755336,306,6,2,9,NA,NA,NA
5,0.188644379816383,0.67543120637455,0.832202055293005,0.195727440647475,0.0548028485989964,1.00017930967138,0.606597481295057,0.570546158920172,344,6,2,9,NA,NA,NA
6,0.0992928755631033,0.451765306590706,0.869806673430714,0.124889843550509,0.026020196512364,0.674213652152801,0.478145305802387,0.46328366464254,355,6,2,9,NA,NA,NA
4,0.00401601203141854,0.593506941522536,0.95990641638386,0.0648886452555107,0.00856088748434554,0.193786563975405,0.357824640588332,0.256259288187433,358,6,2,9,NA,NA,NA
3,0.00516606431589374,0.517180868591429,0.836547861174729,0.127086597699957,0.0225551125058733,0.310648443866889,0.755139614800902,0.349131629058136,67,2,2,10,NA,NA,NA
4,0.105432273113504,0.655062817620101,0.931609214635446,0.100232634441104,0.0199765214586665,0.378133420707921,0.582176873312957,0.366350017659821,69,2,2,10,NA,NA,NA
6,0.149286013586113,0.677915118138148,0.882368579680889,0.192557645701525,0.0447334445796865,0.6925329613472,0.668877234052931,0.444433678440279,104,2,2,10,NA,NA,NA
5,0.192895247858277,0.367346990439721,0.814091769135708,0.267040617039106,0.0739062951445524,1.14969777088399,0.542418280026495,0.573729376512225,107,2,2,10,NA,NA,NA
6,0.157259706764329,0.464228054323962,0.86871995040311,0.182057681281538,0.0396288749935254,0.644620950556228,0.542455191309954,0.424651365858925,184,4,2,10,NA,NA,NA
5,0.139905648816386,0.476555985133007,0.917968069026136,0.185463808505545,0.0393760764606807,0.695178220771093,0.575822598130286,0.429572510312098,188,4,2,10,NA,NA,NA
5,0.138132250103951,0.718840449241339,0.94388087786534,0.110090933336203,0.0264418106928929,0.639489359146228,0.564834865132235,0.426085788237705,201,4,2,10,NA,NA,NA
4,0.0963532321641915,0.591745364132876,0.956590476123012,0.116586207478122,0.0268745655909067,0.579254793874709,0.574340288164342,0.477190076908676,222,4,2,10,NA,NA,NA
6,0.119401972750843,0.638027885370476,0.892182766561562,0.200302346814474,0.0464035831776648,0.599961681394673,0.629250524020318,0.419366624646915,306,6,2,10,NA,NA,NA
5,0.138132250103951,0.632150533737332,0.839312726195304,0.208260404140105,0.0499157310474024,0.747398091235195,0.634146992281678,0.467130391366059,344,6,2,10,NA,NA,NA
6,0.124041965364755,0.664719622742201,0.930629849777611,0.166325193547074,0.0363951366946382,0.64171661903441,0.643533186171463,0.421812174069538,355,6,2,10,NA,NA,NA
4,0.0795586956535539,0.560871638915923,0.974369975816296,0.102615310133006,0.0205465063309849,0.427247913080089,0.598544809657357,0.355604935039352,358,6,2,10,NA,NA,NA
3,0.00725187583815099,0.59003304376666,0.820426672201938,0.134545995886323,0.0233777657431721,0.332970011857026,0.472639375656108,0.346308647906478,67,2,2,11,NA,NA,NA
4,0.053663258808587,0.643085803459386,0.922577527949771,0.10456048949232,0.0222705523128968,0.349448720674152,0.397663636664613,0.380525297480739,69,2,2,11,NA,NA,NA
6,0.211859383054663,0.532764887666906,0.890906684516471,0.213469955040962,0.0573841967098419,0.696179273102194,0.587132081133413,0.495264396111417,104,2,2,11,NA,NA,NA
5,0.224613611531532,0.308291633848137,0.922451372517528,0.360747597105302,0.158140127608273,1.19500896674927,0.456816350868185,0.671323025298976,107,2,2,11,NA,NA,NA
6,0.210861406981364,0.444839409814231,0.89572835349247,0.198406975569158,0.0491494609146885,0.642278452340878,0.472948640102851,0.455863135508224,184,4,2,11,NA,NA,NA
5,0.0442048687777043,0.575329358010208,0.924776929814831,0.205013558149336,0.0473911322113112,0.276370808069773,0.405335548639083,0.358278790940735,188,4,2,11,NA,NA,NA
5,0.211859383054663,0.607606811010353,0.951585131479097,0.120203366601354,0.0334228555956572,0.697617995793487,0.545515480340946,0.489854995319455,201,4,2,11,NA,NA,NA
4,0.157111563451418,0.593063555037337,0.921080823234085,0.148073575938071,0.048894290450125,0.680276949778091,0.395366917820752,0.569796075246823,222,4,2,11,NA,NA,NA
6,0.14292119049836,0.685408107591348,0.878825783567004,0.207288656760024,0.0539407294527347,0.644959954144673,0.594685498605777,0.477532024922064,306,6,2,11,NA,NA,NA
5,0.211859383054663,0.609080878104553,0.87345343083572,0.228531475103046,0.0642393736846863,0.8377336405301,0.617445575636352,0.54021416434731,344,6,2,11,NA,NA,NA
6,0.14821840726803,0.651398886207788,0.934558810338249,0.165927658326955,0.0381533821602217,0.596172342461646,0.49841549136165,0.460233795349699,355,6,2,11,NA,NA,NA
4,0.005232707584671,0.638754500807875,0.961204274858116,0.0962513246700939,0.0179452134667306,0.235169276785241,0.388621232686572,0.297953896681507,358,6,2,11,NA,NA,NA
3,0.0583906845912265,0.585952131463921,0.832903665368934,0.198479974776066,0.0479558459028036,0.892860284251201,0.635433538472873,0.514243205002788,67,2,2,12,NA,NA,NA
4,0.0882012364648858,0.585251599059141,0.876684678494219,0.104078834543135,0.0248697692832089,0.622116598539583,0.416841530576486,0.481451470464682,69,2,2,12,NA,NA,NA
6,0.167480387489859,0.514965417283501,0.92520858281716,0.214948263402283,0.0624144037349513,0.826999088416551,0.600463338219371,0.539973109019609,104,2,2,12,NA,NA,NA
5,0.197271188866151,0.299510099417165,0.87125562426942,0.397895812483204,0.184964720116446,1.32726556821015,0.445443612146238,0.722830955659881,107,2,2,12,NA,NA,NA
6,0.198542423046889,0.474863009790034,0.925185911260352,0.206094019319583,0.0593996228005864,0.772622552130547,0.540224944086365,0.525095572287905,184,4,2,12,NA,NA,NA
5,0.145366238682941,0.528278314060367,0.894798891884661,0.240820149116346,0.0763914513242667,0.65960607458011,0.561748364147262,0.510534492469114,188,4,2,12,NA,NA,NA
5,0.154509700740988,0.617872056484368,0.949759354038355,0.119864472079142,0.0348749895013895,0.734105856697644,0.490101108448558,0.534568346220169,201,4,2,12,NA,NA,NA
4,0.194699315118253,0.511036238456721,0.912230995169985,0.160078997982271,0.0566475322858829,1.09193362840529,0.431564480215372,0.632131445831485,222,4,2,12,NA,NA,NA
6,0.128487540237606,0.583055162880834,0.853585574586737,0.206072370223463,0.0529822848916498,0.658389031512349,0.58249878014351,0.479618306535288,306,6,2,12,NA,NA,NA
5,0.154509700740988,0.605241632674204,0.861758185275858,0.231328828300821,0.0708954203335089,0.919979560888635,0.614266122676659,0.579246586071992,344,6,2,12,NA,NA,NA
6,0.139183957525769,0.571003574119218,0.945020264351776,0.180084382589327,0.0424388045866257,0.609925601637992,0.512959575525184,0.450380623329268,355,6,2,12,NA,NA,NA
4,0.0435788226767681,0.462832598646172,0.970284649079696,0.09146078211849,0.0164852082665084,0.350593905298817,0.424686775762845,0.327293389680619,358,6,2,12,NA,NA,NA
3,0.0153706431916826,0.684437615753885,0.863566218115858,0.113275553992915,0.0149267992108089,0.330133351660427,0.476301975761236,0.307991852025081,67,2,2,13,NA,NA,NA
4,0.0273246472029446,0.616850222476285,0.907022629629668,0.0721655461015988,0.0106574396145562,0.326314064435089,0.404108913500006,0.324217924318587,69,2,2,13,NA,NA,NA
6,0.154754464135817,0.680107122997309,0.733542637682658,0.15907903656823,0.0346953453529325,0.746781829177085,0.511809290467745,0.462103129188145,104,2,2,13,NA,NA,NA
5,0.213878375055459,0.802333133763059,0.850534240879305,0.385591569946663,0.169522172700122,1.32846234910898,0.441932878711279,0.708820893009277,107,2,2,13,NA,NA,NA
6,0.142922709311337,0.375185469650937,0.831374946868266,0.138544519601954,0.0257576720081637,0.649842199785179,0.417389378244705,0.421734183648433,184,4,2,13,NA,NA,NA
5,0.0256523668453118,0.473806486086862,0.911289584831538,0.137259619377223,0.0212830051790802,0.244706751066877,0.405520501817662,0.29445532260169,188,4,2,13,NA,NA,NA
5,0.153098071542521,0.709877807977567,0.745862678676435,0.088986691063755,0.0205004461421197,0.765573846916053,0.400985817538342,0.465941267669577,201,4,2,13,NA,NA,NA
4,0.0927172774577849,0.58872069113028,0.801403338336631,0.132103808013472,0.0459550352444601,1.10430756862306,0.440268418462469,0.627090526214219,222,4,2,13,NA,NA,NA
6,0.0885953824990342,0.653663938609917,0.756753671721079,0.160145159179512,0.03458560491235,0.602265173337038,0.568133770298148,0.421690994422056,306,6,2,13,NA,NA,NA
5,0.153098071542521,0.805920080305186,0.672448965019736,0.170699829501552,0.0392752997760416,0.918377189484401,0.561137427221038,0.51148161476582,344,6,2,13,NA,NA,NA
6,0.0899467626046609,0.539075908694664,0.890720026499271,0.124940113773379,0.0235580825768149,0.561451671999383,0.469633733389405,0.398796561133163,355,6,2,13,NA,NA,NA
4,0.0108094699728912,0.575108042142822,0.970944053882506,0.0652704543455968,0.00873606657945641,0.211947091058629,0.374406145772588,0.268204251106009,358,6,2,13,NA,NA,NA
3,0.0303909527737835,0.488312142393175,0.846190311519605,0.157318051363468,0.0359108906563137,0.386543237559783,0.537713311903977,0.415791265590922,67,2,2,14,NA,NA,NA
4,0.151235608870091,0.597423248558311,0.947483344366935,0.128736199221583,0.0350265137262932,0.300735657603031,0.427654098585471,0.479260069254902,69,2,2,14,NA,NA,NA
6,0.166992187348197,0.581965353326838,0.915157495061509,0.222924459341047,0.058942906186436,0.303725166693677,0.473138214276097,0.429584329560101,104,2,2,14,NA,NA,NA
5,0.24207817640035,0.317983975333656,0.925737328722341,0.389707119396972,0.189891659738851,0.660916328330902,0.38831969223878,0.676182658008276,107,2,2,14,NA,NA,NA
6,0.166394269472585,0.43048021594432,0.923529398381159,0.23563727665786,0.0671061857202138,0.284953985633708,0.441369295155724,0.449605738505811,184,4,2,14,NA,NA,NA
5,0.118555870278354,0.568780705508049,0.964005539917548,0.255050924919183,0.0760396160604228,0.312762217523863,0.534618560608849,0.457366390966151,188,4,2,14,NA,NA,NA
5,0.151235608870091,0.598255781709982,0.955500706049634,0.119741233102336,0.0312680643726606,0.287867283886561,0.441233095568557,0.445757985979159,201,4,2,14,NA,NA,NA
4,0.230295005053075,0.573623350782516,0.920980974346288,0.171158559068948,0.0644120306598857,0.672410530422117,0.41943160296755,0.648283319565659,222,4,2,14,NA,NA,NA
