"SR","FRic","FEve","FDiv","FDis","RaoQ","sev.blueplots","n_trait","traits","mean_cor","min_cor","max_cor"
4,0.012543051143064,0.510300975412072,0.825449337678583,0.0440898313825003,0.00313941681813599,"1 N 1",2,2,NA,NA,NA
9,0.277334355469003,0.492619130153767,0.947905280036611,0.205647036325032,0.0643201098417432,"4 E 3",2,2,NA,NA,NA
3,0.00104897362289716,0.616388778521312,0.571173885565181,0.0702878954619385,0.0114800338552438,"3 W 1",2,2,NA,NA,NA
3,0.00211581612371611,0.631569316223825,0.833964500298204,0.05853967364892,0.00362836559832539,"2 E 3",2,2,NA,NA,NA
2,NA,NA,NA,0.00758736470986733,0.000461024560117991,"2 W 3",2,2,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",2,2,NA,NA,NA
3,0.0101767784595324,0.365020995022664,0.614006626618878,0.065639226946789,0.00695243925218967,"3 E 3",2,2,NA,NA,NA
5,0.000818313106210959,0.629951982707808,0.852786185025857,0.0377151729584397,0.00192937014923657,"5 E 1",2,3,NA,NA,NA
5,0.223324986725744,0.306612150732248,0.968722555103482,0.203731113347288,0.0708607568237643,"4 W 1",2,3,NA,NA,NA
5,0.120856717742009,0.342604323818958,0.923149941280257,0.14978333827842,0.0596058738608518,"2 W 1",2,3,NA,NA,NA
8,0.186493090024029,0.327190595719003,0.78320237164825,0.0598204443117135,0.0112973810517537,"5 N 3",2,3,NA,NA,NA
2,NA,NA,NA,0.0358177479887532,0.00205164790340611,"5 E 3",2,3,NA,NA,NA
2,NA,NA,NA,0.00299414582093973,0.000197254063117655,"1 E 3",2,3,NA,NA,NA
3,6.00072497900598e-06,0.295690450641766,0.932312492618948,0.0356290417982498,0.00201618129487593,"2 E 1",2,3,NA,NA,NA
3,0.00128085568085412,0.46728116081651,0.676852660978167,0.0505510135049268,0.00291947251350882,"3 E 1",2,3,NA,NA,NA
2,NA,NA,NA,0.0556608010328039,0.00318826202520367,"2 N 1",2,3,NA,NA,NA
3,0.0237386487745143,0.399372902826229,0.606973259305969,0.0723334282955957,0.0153310245147738,"3 N 1",2,3,NA,NA,NA
4,0.0181637103321927,0.692467682019771,0.491368616867119,0.0333945991045504,0.0057814787061734,"1 W 3",2,3,NA,NA,NA
4,0.108799019981763,0.264488408052348,0.942205849969339,0.0868765455524994,0.0222947994761922,"3 W 3",2,3,NA,NA,NA
2,NA,NA,NA,0.039952942130121,0.00228851266645538,"3 N 3",2,3,NA,NA,NA
5,0.0222406647144654,0.581186516223932,0.535237128581036,0.0575898816492536,0.0047060023040991,"1 W 1",2,3,NA,NA,NA
2,NA,NA,NA,0.0473824353753096,0.0155971448663896,"5 W 3",2,3,NA,NA,NA
6,0.15765967017335,0.230238576839867,0.770637249534596,0.27909388456932,0.0858119187567463,"4 E 1",2,3,NA,NA,NA
3,6.00072497900598e-06,0.802684103471322,0.965512422745138,0.0462050300184179,0.00258909403865367,"2 N 3",2,3,NA,NA,NA
5,0.0443659786689391,0.269518850521221,0.698032830026041,0.0804604767816079,0.0230732632912793,"5 W 1",2,3,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",2,3,NA,NA,NA
2,NA,NA,NA,0.0569751389817262,0.0032635475707416,"1 E 1",2,3,NA,NA,NA
2,NA,NA,NA,0.014752018783993,0.000221842607210881,"4 N 1",2,3,NA,NA,NA
3,0.000173002114763141,0.216858881165596,0.93003313635385,0.0198887871082146,0.000914004614520771,"5 N 1",2,3,NA,NA,NA
2,NA,NA,NA,0.0409871680315379,0.00234775333683355,"4 N 3",2,3,NA,NA,NA
4,0.000635681201344521,0.38366155102792,0.715630172184157,0.0371565716135864,0.00220072014725815,"1 N 1",2,3,NA,NA,NA
9,0.300713161934949,0.552487451334028,0.908679245120793,0.248048293982281,0.0929264536418795,"4 E 3",2,3,NA,NA,NA
3,0.0230855509273277,0.475983615889784,0.625764380280914,0.0995989787802236,0.028017396914755,"3 W 1",2,3,NA,NA,NA
3,6.00072497900598e-06,0.969170653678733,0.977861613453502,0.0542152147962437,0.00309119512955132,"2 E 3",2,3,NA,NA,NA
2,NA,NA,NA,0.00715257487252233,0.000409700946183815,"2 W 3",2,3,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",2,3,NA,NA,NA
3,0.0223451113188375,0.336394348996732,0.611020590106748,0.0627569174738713,0.00717163905818492,"3 E 3",2,3,NA,NA,NA
5,0.00201952020982683,0.696636152502556,0.596477216927687,0.0517416730594103,0.00323657401097203,"5 E 1",2,4,NA,NA,NA
5,0.111534408902206,0.507582405929903,0.947466439165988,0.123243122145608,0.0296516814374084,"4 W 1",2,4,NA,NA,NA
5,0.18921262820029,0.515747676859895,0.980670873503934,0.122421449786937,0.0362513774206824,"2 W 1",2,4,NA,NA,NA
8,0.0734990950726895,0.374534363802593,0.657827380334203,0.0743465074400763,0.00958660100644195,"5 N 3",2,4,NA,NA,NA
2,NA,NA,NA,0.0469574400449962,0.00352626627144909,"5 E 3",2,4,NA,NA,NA
2,NA,NA,NA,0.00361857534017897,0.000288107989043956,"1 E 3",2,4,NA,NA,NA
3,0.0016315129188632,0.848539263789279,0.976818032867542,0.0481794271109194,0.00361611408259081,"2 E 1",2,4,NA,NA,NA
3,0.00599877883814852,0.482009470177799,0.719966886960812,0.0661337635957753,0.00498063444309304,"3 E 1",2,4,NA,NA,NA
2,NA,NA,NA,0.0729718889131458,0.00547981981964487,"2 N 1",2,4,NA,NA,NA
3,0.0191385291143417,0.552130180263121,0.602678708067731,0.081462235204576,0.00906978730215946,"3 N 1",2,4,NA,NA,NA
4,0.0103681264354517,0.413241880751438,0.433221897667402,0.0352988235652629,0.002763526956794,"1 W 3",2,4,NA,NA,NA
4,0.172172280145008,0.135154651244736,0.774560279117453,0.0990102407728436,0.0216568761330437,"3 W 3",2,4,NA,NA,NA
2,NA,NA,NA,0.0523787225619391,0.00393337717164242,"3 N 3",2,4,NA,NA,NA
5,0.0111346594696799,0.354123934469842,0.483616175043399,0.0756274516295343,0.00589004250914632,"1 W 1",2,4,NA,NA,NA
2,NA,NA,NA,0.0271627728914896,0.00512576336801546,"5 W 3",2,4,NA,NA,NA
6,0.0995149785291137,0.281939312029899,0.779833083531174,0.169830859090777,0.0325904173110628,"4 E 1",2,4,NA,NA,NA
3,0.0016315129188632,0.661785165639675,0.981292640273153,0.0627518433381404,0.0047542549959406,"2 N 3",2,4,NA,NA,NA
5,0.0825781225873809,0.442568132734519,0.794374849023592,0.0845154537386516,0.0238797672760505,"5 W 1",2,4,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",2,4,NA,NA,NA
2,NA,NA,NA,0.0746949996306248,0.00560921672031059,"1 E 1",2,4,NA,NA,NA
2,NA,NA,NA,0.0285180315425811,0.000829050789692757,"4 N 1",2,4,NA,NA,NA
3,0.000766533034228197,0.846381609696257,0.567879409416797,0.0241433301766194,0.00133904667491396,"5 N 1",2,4,NA,NA,NA
2,NA,NA,NA,0.0537346034725428,0.004035196970988,"4 N 3",2,4,NA,NA,NA
4,0.00834496092187481,0.54656253375963,0.717156244134671,0.0493146854117765,0.00417987509095287,"1 N 1",2,4,NA,NA,NA
9,0.210838726306702,0.474944652536278,0.949105018423374,0.181777993437099,0.0538497711696115,"4 E 3",2,4,NA,NA,NA
3,0.0167771466100716,0.638749545711815,0.60893689731921,0.0916352567281769,0.0130003336508116,"3 W 1",2,4,NA,NA,NA
3,0.0016315129188632,0.779754195008925,0.99388316292716,0.0717319535297259,0.00540078113865697,"2 E 3",2,4,NA,NA,NA
2,NA,NA,NA,0.00937710003011006,0.000704172789838976,"2 W 3",2,4,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",2,4,NA,NA,NA
3,0.0174003240663668,0.484683071448971,0.621070800191716,0.0772609079121731,0.00660780993094686,"3 E 3",2,4,NA,NA,NA
5,0.00734250383479325,0.718657918425972,0.563859933993927,0.04758116581364,0.00242203588058818,"5 E 1",2,5,NA,NA,NA
5,0.0721057221091949,0.521514239696695,0.95568183150443,0.116189372683965,0.0264323092380786,"4 W 1",2,5,NA,NA,NA
5,0.146001253026304,0.452328859962405,0.992212196386299,0.0957149723705547,0.0227312993928025,"2 W 1",2,5,NA,NA,NA
8,0.127280756870075,0.376867138780641,0.814889807665587,0.0580132487005876,0.0068551240622989,"5 N 3",2,5,NA,NA,NA
2,NA,NA,NA,0.040442415868119,0.00261565499054444,"5 E 3",2,5,NA,NA,NA
2,NA,NA,NA,0.00558221121192459,0.000685634388860546,"1 E 3",2,5,NA,NA,NA
3,0.00875488985818866,0.979146813992111,0.567704831104133,0.0434322820387229,0.0030370023444187,"2 E 1",2,5,NA,NA,NA
3,0.0209574925954976,0.383520602474768,0.655553897344788,0.0570894857855875,0.00374168414702902,"3 E 1",2,5,NA,NA,NA
2,NA,NA,NA,0.0628475375846666,0.00406472936391393,"2 N 1",2,5,NA,NA,NA
3,0.0146819284139449,0.587875209915648,0.588890109062632,0.0687624752586349,0.00609409005438482,"3 N 1",2,5,NA,NA,NA
4,0.0211869678418983,0.643836009944892,0.859725432809763,0.0523089757157474,0.00377864995715132,"1 W 3",2,5,NA,NA,NA
4,0.132489310973013,0.137419675300207,0.738235165113609,0.0799025149165169,0.0116761196760329,"3 W 3",2,5,NA,NA,NA
2,NA,NA,NA,0.045111532452811,0.00291763492507675,"3 N 3",2,5,NA,NA,NA
5,0.0282859463769662,0.337672349593145,0.971690973632397,0.0700697157228428,0.00520186301116471,"1 W 1",2,5,NA,NA,NA
2,NA,NA,NA,0.0247044504252995,0.00423995006733817,"5 W 3",2,5,NA,NA,NA
6,0.167955423958992,0.239432525923823,0.721472328359432,0.147695169842977,0.0271128418771337,"4 E 1",2,5,NA,NA,NA
3,0.00875488985818866,0.518014996801899,0.830735665470628,0.0561573236593036,0.00393629348015166,"2 N 3",2,5,NA,NA,NA
5,0.115565386744225,0.325834053236839,0.78555856891724,0.0829013560300583,0.0156773269960889,"5 W 1",2,5,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",2,5,NA,NA,NA
2,NA,NA,NA,0.0643315784556409,0.00416071123905695,"1 E 1",2,5,NA,NA,NA
2,NA,NA,NA,0.0491629065783906,0.00246386636763771,"4 N 1",2,5,NA,NA,NA
3,0.00205942868965925,0.338882742283424,0.899915874683785,0.0254216656903591,0.00123612033665763,"5 N 1",2,5,NA,NA,NA
2,NA,NA,NA,0.0462792941451378,0.00299316111788041,"4 N 3",2,5,NA,NA,NA
4,0.0169430607924496,0.335092412090617,0.548971008878521,0.0416481807016443,0.00280780222647422,"1 N 1",2,5,NA,NA,NA
9,0.23277191670369,0.493463583402009,0.94955938305738,0.17361729117325,0.0455775873181681,"4 E 3",2,5,NA,NA,NA
3,0.0204358373246565,0.644664833304767,0.614322554067325,0.0777981561118827,0.00975726183379807,"3 W 1",2,5,NA,NA,NA
3,0.00875488985818866,0.622272945234462,0.758509405089404,0.0624172579206713,0.00413385248835482,"2 E 3",2,5,NA,NA,NA
2,NA,NA,NA,0.00807609142856317,0.000522329549206451,"2 W 3",2,5,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",2,5,NA,NA,NA
3,0.0115006868067857,0.490174693584051,0.624621197668671,0.0667852562822401,0.00502031354968045,"3 E 3",2,5,NA,NA,NA
5,0.014572349334392,0.68356196114417,0.3877987571278,0.0814738859196483,0.00879714008262454,"5 E 1",2,6,NA,NA,NA
5,0.0406289608612672,0.557103494626447,0.943373297437612,0.121030497130083,0.0269087023102499,"4 W 1",2,6,NA,NA,NA
5,0.199663668432261,0.512646352558337,0.993337535828125,0.114159035119735,0.0251606170428605,"2 W 1",2,6,NA,NA,NA
8,0.235294873276744,0.336718249728482,0.823598553958236,0.11463943187309,0.0192315496003545,"5 N 3",2,6,NA,NA,NA
2,NA,NA,NA,0.0988534171100514,0.0156275051441341,"5 E 3",2,6,NA,NA,NA
2,NA,NA,NA,0.0078162332973698,0.00134423466248838,"1 E 3",2,6,NA,NA,NA
3,0.0103963385961946,0.902039117361616,0.25717267648801,0.101747315325212,0.0168472515303371,"2 E 1",2,6,NA,NA,NA
3,0.0356112581720408,0.899481325652996,0.662306806436846,0.139013436617661,0.0219906384806626,"3 E 1",2,6,NA,NA,NA
2,NA,NA,NA,0.153618267203819,0.0242851520073204,"2 N 1",2,6,NA,NA,NA
3,0.059540607035956,0.601669678871929,0.758345344454974,0.160040630390751,0.0269373033631543,"3 N 1",2,6,NA,NA,NA
4,0.0576499222434673,0.558052143954547,0.913154838661257,0.107479476471729,0.0181007548543127,"1 W 3",2,6,NA,NA,NA
4,0.190932370814949,0.797052048239156,0.775403205041207,0.169970390666722,0.0321609497514597,"3 W 3",2,6,NA,NA,NA
2,NA,NA,NA,0.11026614108745,0.0174317159431076,"3 N 3",2,6,NA,NA,NA
5,0.0611352088628118,0.478936888578051,0.581096732042347,0.162232981017446,0.0280832845258346,"1 W 1",2,6,NA,NA,NA
2,NA,NA,NA,0.0258675525180892,0.00464858768127313,"5 W 3",2,6,NA,NA,NA
6,0.188662506719129,0.212715394173489,0.733836744192765,0.186563059320739,0.0366122452659606,"4 E 1",2,6,NA,NA,NA
3,0.0103963385961946,0.614558947513121,0.714179761469185,0.136812840382994,0.0228954151885567,"2 N 3",2,6,NA,NA,NA
5,0.139354816201828,0.56987219202901,0.606592162594891,0.105644737008705,0.0230549870788036,"5 W 1",2,6,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",2,6,NA,NA,NA
2,NA,NA,NA,0.157245709038777,0.0248586057896287,"1 E 1",2,6,NA,NA,NA
2,NA,NA,NA,0.0746170727097246,0.00567568732235786,"4 N 1",2,6,NA,NA,NA
3,0.0034852866193445,0.971377855773676,0.281032475920138,0.0356697041910462,0.00343671754442027,"5 N 1",2,6,NA,NA,NA
2,NA,NA,NA,0.113120501569602,0.0178829551053146,"4 N 3",2,6,NA,NA,NA
4,0.0424874573935012,0.615890901874669,0.330873281261563,0.107561279490794,0.0163494582392503,"1 N 1",2,6,NA,NA,NA
9,0.289687131489247,0.782134732322106,0.927131534599441,0.163708921900324,0.0412687841437249,"4 E 3",2,6,NA,NA,NA
3,0.0596137811993409,0.594502683210556,0.783905624272972,0.170971921595695,0.0334092483457407,"3 W 1",2,6,NA,NA,NA
3,0.0103963385961946,0.728693579124633,0.593432306480913,0.152277178402181,0.024456483448575,"2 E 3",2,6,NA,NA,NA
2,NA,NA,NA,0.0197403942734293,0.00312071268828081,"2 W 3",2,6,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",2,6,NA,NA,NA
3,0.0818436020106828,0.578183350696937,0.655098790423698,0.161202331720611,0.0277123356934267,"3 E 3",2,6,NA,NA,NA
5,0.0108276233812763,0.660240943186292,0.519360325058307,0.043424080308529,0.0022098887790714,"5 E 1",2,7,NA,NA,NA
5,0.0887396577466617,0.661480808443268,0.975045631391792,0.105154819865626,0.0205950346318567,"4 W 1",2,7,NA,NA,NA
5,0.113859860940918,0.470953346644589,0.99454529158714,0.0775186721054221,0.0190400625406519,"2 W 1",2,7,NA,NA,NA
8,0.175050696959692,0.37103314376846,0.784836545653098,0.0556294537926563,0.00660021551521725,"5 N 3",2,7,NA,NA,NA
2,NA,NA,NA,0.0295005940023238,0.00139177105208461,"5 E 3",2,7,NA,NA,NA
2,NA,NA,NA,0.002656601976795,0.000155286265475835,"1 E 3",2,7,NA,NA,NA
3,0.002966759775696,0.364765289863225,0.98483286719312,0.0311801013346113,0.00148005547576843,"2 E 1",2,7,NA,NA,NA
3,0.00215515157406299,0.45408799192671,0.674908389914012,0.0416451723862575,0.00198304128866874,"3 E 1",2,7,NA,NA,NA
2,NA,NA,NA,0.0458439400944043,0.0021628130176588,"2 N 1",2,7,NA,NA,NA
3,0.000306894701383201,0.521297990156195,0.573639791697767,0.0516788036280067,0.00461123162223814,"3 N 1",2,7,NA,NA,NA
4,0.0217661867277405,0.397267698217621,0.664178918792712,0.0463645657360281,0.00599413981489918,"1 W 3",2,7,NA,NA,NA
4,0.0595020501840446,0.12957626201289,0.982053017077553,0.061604865263858,0.00907383986477336,"3 W 3",2,7,NA,NA,NA
2,NA,NA,NA,0.0329064665190321,0.00155245238533071,"3 N 3",2,7,NA,NA,NA
5,0.0247329465034365,0.180678936345384,0.722328441827681,0.0523356818779656,0.00412519752881721,"1 W 1",2,7,NA,NA,NA
2,NA,NA,NA,0.021171385158913,0.0031139303487646,"5 W 3",2,7,NA,NA,NA
6,0.14662978097385,0.17363737163622,0.668013878797282,0.137391704540785,0.0209642751987776,"4 E 1",2,7,NA,NA,NA
3,0.002966759775696,0.685442381414721,0.992580873795768,0.0393095364357592,0.00188236896650335,"2 N 3",2,7,NA,NA,NA
5,0.0515085092180695,0.64564664712226,0.846977007767757,0.071672891464324,0.0130839417786081,"5 W 1",2,7,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",2,7,NA,NA,NA
2,NA,NA,NA,0.0469264690748745,0.00221388427737454,"1 E 1",2,7,NA,NA,NA
2,NA,NA,NA,0.0270501555678003,0.00074590167340565,"4 N 1",2,7,NA,NA,NA
3,0.00073804020263832,0.325620438279587,0.913470831185454,0.0236984210536934,0.00110741656296159,"5 N 1",2,7,NA,NA,NA
2,NA,NA,NA,0.0337582866399947,0.00159263932481557,"4 N 3",2,7,NA,NA,NA
4,0.0149046432941055,0.391394953358203,0.802444337689009,0.0313288149787245,0.00175068864575959,"1 N 1",2,7,NA,NA,NA
9,0.201964120689609,0.656968205967889,0.927977144034078,0.151605482124129,0.0336176205465283,"4 E 3",2,7,NA,NA,NA
3,0.005868731388723,0.653266524405715,0.567085115380565,0.0527104715817063,0.00565278355000848,"3 W 1",2,7,NA,NA,NA
3,0.002966759775696,0.905464906440476,0.993635321651977,0.0450743740077599,0.00213645747723193,"2 E 3",2,7,NA,NA,NA
2,NA,NA,NA,0.00589107968071475,0.000277927765267938,"2 W 3",2,7,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",2,7,NA,NA,NA
3,0.013683609388507,0.395860467581527,0.619425851230926,0.0502559037282821,0.00359538381346608,"3 E 3",2,7,NA,NA,NA
5,6.24885548517242e-06,0.887747093730343,0.722465069970553,0.0228291246566159,0.000628725735432126,"5 E 1",2,8,NA,NA,NA
5,0.26413748844026,0.25911021405021,0.967964219442161,0.240779997238097,0.0984962681084093,"4 W 1",2,8,NA,NA,NA
5,0.118913476992706,0.296934738243229,0.987699540503747,0.147161334529026,0.0669756680789826,"2 W 1",2,8,NA,NA,NA
8,0.194728532229882,0.299145153211542,0.995035065953468,0.0464129582950365,0.0120609054275333,"5 N 3",2,8,NA,NA,NA
2,NA,NA,NA,0.0293464719964067,0.00137726678644043,"5 E 3",2,8,NA,NA,NA
2,NA,NA,NA,0.00245491621765159,0.000132603019210844,"1 E 3",2,8,NA,NA,NA
3,1.07424283061047e-05,0.3180413933205,0.931601809300634,0.0294058000383267,0.00135544931351903,"2 E 1",2,8,NA,NA,NA
3,0.000148164164783046,0.467154970231296,0.67400356987614,0.0414179331557233,0.00195985819432591,"3 E 1",2,8,NA,NA,NA
2,NA,NA,NA,0.0456044344083175,0.00214027338048225,"2 N 1",2,8,NA,NA,NA
3,0.020146226142625,0.356581818304633,0.603297680692333,0.0609889609816984,0.0167199507401664,"3 N 1",2,8,NA,NA,NA
4,0.0178905224459991,0.669757300827851,0.490663215912933,0.0252529430475908,0.00795642130050247,"1 W 3",2,8,NA,NA,NA
4,0.115877135133505,0.282045499985039,0.938231345308735,0.0783136564512122,0.027689767361683,"3 W 3",2,8,NA,NA,NA
2,NA,NA,NA,0.0327345509763431,0.00153627358798969,"3 N 3",2,8,NA,NA,NA
5,0.0219512719287504,0.585587036893865,0.46284901622036,0.0475231328938471,0.00468613073982623,"1 W 1",2,8,NA,NA,NA
2,NA,NA,NA,0.0562293907168635,0.0219652981863359,"5 W 3",2,8,NA,NA,NA
6,0.164898368517985,0.268434474601283,0.886098007163559,0.313650283347108,0.111023822727194,"4 E 1",2,8,NA,NA,NA
3,1.07424283061047e-05,0.761698163544466,0.96532943170053,0.0376874825975793,0.00172823205768023,"2 N 3",2,8,NA,NA,NA
5,0.0360104252336859,0.481063714211398,0.615110484318548,0.0774158231319019,0.0260286476452466,"5 W 1",2,8,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",2,8,NA,NA,NA
2,NA,NA,NA,0.046681307857312,0.00219081240386746,"1 E 1",2,8,NA,NA,NA
2,NA,NA,NA,0.0136823913916675,0.00019083853158522,"4 N 1",2,8,NA,NA,NA
3,1.31621829934805e-06,0.31727216103798,0.913083858687785,0.0122519195108279,0.000298399907047597,"5 N 1",2,8,NA,NA,NA
2,NA,NA,NA,0.0335819208741775,0.00157604172149002,"4 N 3",2,8,NA,NA,NA
4,0.000183712300556148,0.446591977935773,0.699441361056188,0.0303358613844283,0.00149863516139915,"1 N 1",2,8,NA,NA,NA
9,0.344773952177985,0.572573849423162,0.90425790182328,0.266742624047614,0.114100542368327,"4 E 3",2,8,NA,NA,NA
3,0.0207786814337597,0.413752604728141,0.61998041956886,0.0974318167378475,0.0371010780686175,"3 W 1",2,8,NA,NA,NA
3,1.07424283061047e-05,0.987804958535644,0.977541034701688,0.0443729980477487,0.00207270895026451,"2 E 3",2,8,NA,NA,NA
2,NA,NA,NA,0.00586030250323354,0.00027503135631382,"2 W 3",2,8,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",2,8,NA,NA,NA
3,0.0192063500630289,0.288288461570026,0.61002034121015,0.0536384913875146,0.00773469729798409,"3 E 3",2,8,NA,NA,NA
