"FRich","m","Ring","Plot","n_trait","traits","SR"
0.269933817384556,3,1,43,4,5,4
0.186680453948221,3,1,52,4,5,3
0.0194090112496522,3,3,130,4,5,6
0.185736312493847,3,3,151,4,5,4
0.198821191166091,3,3,175,4,5,4
0.269933817384556,3,3,180,4,5,5
0.269933817384556,3,5,253,4,5,5
0.269933817384556,3,5,267,4,5,4
0.269933817384556,3,5,275,4,5,6
0.240938600623992,3,5,301,4,5,5
0.249133123752566,4,1,13,4,5,7
0.186680453948221,4,1,30,4,5,3
0.269933817384556,4,1,43,4,5,4
0.186680453948221,4,1,52,4,5,3
0.0194090112496522,4,3,130,4,5,6
0.185736312493847,4,3,151,4,5,4
0.198821191166091,4,3,175,4,5,4
0.269933817384556,4,3,180,4,5,5
0.269933817384556,4,5,253,4,5,5
0.269933817384556,4,5,267,4,5,4
0.269933817384556,4,5,275,4,5,6
0.240938600623992,4,5,301,4,5,5
0.231062787891958,2,1,13,4,6,7
0.225003401715616,2,1,30,4,6,3
0.225003401715616,2,1,43,4,6,4
0.225003401715616,2,1,52,4,6,3
0.0217397637461613,2,3,130,4,6,6
0.0624715153483456,2,3,151,4,6,4
0.0699833796073395,2,3,175,4,6,4
0.225003401715616,2,3,180,4,6,5
0.225003401715616,2,5,253,4,6,5
0.225003401715616,2,5,267,4,6,4
0.225003401715616,2,5,275,4,6,6
0.225003401715616,2,5,301,4,6,5
0.231062787891958,3,1,13,4,6,7
0.225003401715616,3,1,30,4,6,3
0.225003401715616,3,1,43,4,6,4
0.225003401715616,3,1,52,4,6,3
0.0217397637461613,3,3,130,4,6,6
0.0624715153483456,3,3,151,4,6,4
0.0699833796073395,3,3,175,4,6,4
0.225003401715616,3,3,180,4,6,5
0.225003401715616,3,5,253,4,6,5
0.225003401715616,3,5,267,4,6,4
0.225003401715616,3,5,275,4,6,6
0.225003401715616,3,5,301,4,6,5
0.231062787891958,4,1,13,4,6,7
0.225003401715616,4,1,30,4,6,3
0.225003401715616,4,1,43,4,6,4
0.225003401715616,4,1,52,4,6,3
0.0217397637461613,4,3,130,4,6,6
0.0624715153483456,4,3,151,4,6,4
0.0699833796073395,4,3,175,4,6,4
0.225003401715616,4,3,180,4,6,5
0.225003401715616,4,5,253,4,6,5
0.225003401715616,4,5,267,4,6,4
0.225003401715616,4,5,275,4,6,6
0.225003401715616,4,5,301,4,6,5
0.235019995795823,2,1,13,4,7,7
0.0862597494956884,2,1,30,4,7,3
0.104314240116195,2,1,43,4,7,4
0.0862597494956884,2,1,52,4,7,3
0.114910653268899,2,3,130,4,7,6
0.0890580313572727,2,3,151,4,7,4
0.159896468143292,2,3,175,4,7,4
0.131618561885817,2,3,180,4,7,5
0.104314240116195,2,5,253,4,7,5
0.104314240116195,2,5,267,4,7,4
0.131618561885817,2,5,275,4,7,6
0.188238420611166,2,5,301,4,7,5
0.235019995795823,3,1,13,4,7,7
0.0862597494956884,3,1,30,4,7,3
0.104314240116195,3,1,43,4,7,4
0.0862597494956884,3,1,52,4,7,3
0.114910653268899,3,3,130,4,7,6
0.0890580313572727,3,3,151,4,7,4
0.159896468143292,3,3,175,4,7,4
0.131618561885817,3,3,180,4,7,5
0.104314240116195,3,5,253,4,7,5
0.104314240116195,3,5,267,4,7,4
0.131618561885817,3,5,275,4,7,6
0.188238420611166,3,5,301,4,7,5
0.235019995795823,4,1,13,4,7,7
0.0862597494956884,4,1,30,4,7,3
0.104314240116195,4,1,43,4,7,4
0.0862597494956884,4,1,52,4,7,3
0.114910653268899,4,3,130,4,7,6
0.0890580313572727,4,3,151,4,7,4
0.159896468143292,4,3,175,4,7,4
0.131618561885817,4,3,180,4,7,5
0.104314240116195,4,5,253,4,7,5
0.104314240116195,4,5,267,4,7,4
0.131618561885817,4,5,275,4,7,6
0.188238420611166,4,5,301,4,7,5
0.221503865460226,2,1,13,4,8,7
0.125410513405361,2,1,30,4,8,3
0.188001060083467,2,1,43,4,8,4
0.125410513405361,2,1,52,4,8,3
0.0892090915183604,2,3,130,4,8,6
0.151336893142164,2,3,151,4,8,4
0.18524939204268,2,3,175,4,8,4
0.189961499439666,2,3,180,4,8,5
0.188001060083467,2,5,253,4,8,5
0.188001060083467,2,5,267,4,8,4
0.189961499439666,2,5,275,4,8,6
0.201540329240385,2,5,301,4,8,5
0.221503865460226,3,1,13,4,8,7
0.125410513405361,3,1,30,4,8,3
0.188001060083467,3,1,43,4,8,4
0.125410513405361,3,1,52,4,8,3
0.0892090915183604,3,3,130,4,8,6
0.151336893142164,3,3,151,4,8,4
0.18524939204268,3,3,175,4,8,4
0.189961499439666,3,3,180,4,8,5
0.188001060083467,3,5,253,4,8,5
0.188001060083467,3,5,267,4,8,4
0.189961499439666,3,5,275,4,8,6
0.201540329240385,3,5,301,4,8,5
0.221503865460226,4,1,13,4,8,7
0.125410513405361,4,1,30,4,8,3
0.188001060083467,4,1,43,4,8,4
0.125410513405361,4,1,52,4,8,3
0.0892090915183604,4,3,130,4,8,6
0.151336893142164,4,3,151,4,8,4
0.18524939204268,4,3,175,4,8,4
0.189961499439666,4,3,180,4,8,5
0.188001060083467,4,5,253,4,8,5
0.188001060083467,4,5,267,4,8,4
0.189961499439666,4,5,275,4,8,6
0.201540329240385,4,5,301,4,8,5
0.211506787178342,2,1,13,4,9,7
0.116392373585793,2,1,30,4,9,3
0.174031530024555,2,1,43,4,9,4
0.116392373585793,2,1,52,4,9,3
0.0514602343677273,2,3,130,4,9,6
0.180866340417929,2,3,151,4,9,4
0.225115516413441,2,3,175,4,9,4
0.220966926306477,2,3,180,4,9,5
0.174031530024555,2,5,253,4,9,5
0.174031530024555,2,5,267,4,9,4
0.220966926306477,2,5,275,4,9,6
0.207576945863227,2,5,301,4,9,5
0.211506787178342,3,1,13,4,9,7
0.116392373585793,3,1,30,4,9,3
0.174031530024555,3,1,43,4,9,4
0.116392373585793,3,1,52,4,9,3
0.0514602343677273,3,3,130,4,9,6
0.180866340417929,3,3,151,4,9,4
0.225115516413441,3,3,175,4,9,4
0.220966926306477,3,3,180,4,9,5
0.174031530024555,3,5,253,4,9,5
0.174031530024555,3,5,267,4,9,4
0.220966926306477,3,5,275,4,9,6
0.207576945863227,3,5,301,4,9,5
0.211506787178342,4,1,13,4,9,7
0.116392373585793,4,1,30,4,9,3
0.174031530024555,4,1,43,4,9,4
0.116392373585793,4,1,52,4,9,3
0.0514602343677273,4,3,130,4,9,6
0.180866340417929,4,3,151,4,9,4
0.225115516413441,4,3,175,4,9,4
0.220966926306477,4,3,180,4,9,5
0.174031530024555,4,5,253,4,9,5
0.174031530024555,4,5,267,4,9,4
0.220966926306477,4,5,275,4,9,6
0.207576945863227,4,5,301,4,9,5
0.232612278689248,2,1,13,4,10,7
0.116267842305194,2,1,30,4,10,3
0.176367621995981,2,1,43,4,10,4
0.116267842305194,2,1,52,4,10,3
0.0331718064336385,2,3,130,4,10,6
0.154181950331561,2,3,151,4,10,4
0.173725247115779,2,3,175,4,10,4
0.184524471174908,2,3,180,4,10,5
0.176367621995981,2,5,253,4,10,5
0.176367621995981,2,5,267,4,10,4
0.184524471174908,2,5,275,4,10,6
0.173596275510634,2,5,301,4,10,5
0.232612278689248,3,1,13,4,10,7
0.116267842305194,3,1,30,4,10,3
0.176367621995981,3,1,43,4,10,4
0.116267842305194,3,1,52,4,10,3
0.0331718064336385,3,3,130,4,10,6
0.154181950331561,3,3,151,4,10,4
0.173725247115779,3,3,175,4,10,4
0.184524471174908,3,3,180,4,10,5
0.176367621995981,3,5,253,4,10,5
0.176367621995981,3,5,267,4,10,4
0.184524471174908,3,5,275,4,10,6
0.173596275510634,3,5,301,4,10,5
0.232612278689248,4,1,13,4,10,7
0.116267842305194,4,1,30,4,10,3
0.176367621995981,4,1,43,4,10,4
0.116267842305194,4,1,52,4,10,3
0.0331718064336385,4,3,130,4,10,6
0.154181950331561,4,3,151,4,10,4
0.173725247115779,4,3,175,4,10,4
0.184524471174908,4,3,180,4,10,5
0.176367621995981,4,5,253,4,10,5
0.176367621995981,4,5,267,4,10,4
0.184524471174908,4,5,275,4,10,6
0.173596275510634,4,5,301,4,10,5
0.252987997210391,2,1,13,4,11,7
0.116484581772076,2,1,30,4,11,3
0.116484581772076,2,1,43,4,11,4
0.116484581772076,2,1,52,4,11,3
0.0925284972208148,2,3,130,4,11,6
0.0711511127818843,2,3,151,4,11,4
0.146553335326292,2,3,175,4,11,4
0.138035735751295,2,3,180,4,11,5
0.116484581772076,2,5,253,4,11,5
0.116484581772076,2,5,267,4,11,4
0.138035735751295,2,5,275,4,11,6
0.213437958295703,2,5,301,4,11,5
0.252987997210391,3,1,13,4,11,7
0.116484581772076,3,1,30,4,11,3
0.116484581772076,3,1,43,4,11,4
0.116484581772076,3,1,52,4,11,3
0.0925284972208148,3,3,130,4,11,6
0.0711511127818843,3,3,151,4,11,4
0.146553335326292,3,3,175,4,11,4
0.138035735751295,3,3,180,4,11,5
0.116484581772076,3,5,253,4,11,5
0.116484581772076,3,5,267,4,11,4
0.138035735751295,3,5,275,4,11,6
0.213437958295703,3,5,301,4,11,5
0.252987997210391,4,1,13,4,11,7
0.116484581772076,4,1,30,4,11,3
0.116484581772076,4,1,43,4,11,4
0.116484581772076,4,1,52,4,11,3
0.0925284972208148,4,3,130,4,11,6
0.0711511127818843,4,3,151,4,11,4
0.146553335326292,4,3,175,4,11,4
0.138035735751295,4,3,180,4,11,5
0.116484581772076,4,5,253,4,11,5
0.116484581772076,4,5,267,4,11,4
0.138035735751295,4,5,275,4,11,6
0.213437958295703,4,5,301,4,11,5
0.257864147633853,2,1,13,4,12,7
0.211047167798459,2,1,30,4,12,3
0.250906683564371,2,1,43,4,12,4
0.211047167798459,2,1,52,4,12,3
0.11891447790833,2,3,130,4,12,6
0.153156009731085,2,3,151,4,12,4
0.187169829128268,2,3,175,4,12,4
0.250906683564371,2,3,180,4,12,5
0.250906683564371,2,5,253,4,12,5
0.250906683564371,2,5,267,4,12,4
0.250906683564371,2,5,275,4,12,6
0.250071010619521,2,5,301,4,12,5
0.257864147633853,3,1,13,4,12,7
0.211047167798459,3,1,30,4,12,3
0.250906683564371,3,1,43,4,12,4
0.211047167798459,3,1,52,4,12,3
0.11891447790833,3,3,130,4,12,6
0.153156009731085,3,3,151,4,12,4
0.187169829128268,3,3,175,4,12,4
0.250906683564371,3,3,180,4,12,5
0.250906683564371,3,5,253,4,12,5
0.250906683564371,3,5,267,4,12,4
0.250906683564371,3,5,275,4,12,6
0.250071010619521,3,5,301,4,12,5
0.257864147633853,4,1,13,4,12,7
0.211047167798459,4,1,30,4,12,3
0.250906683564371,4,1,43,4,12,4
0.211047167798459,4,1,52,4,12,3
0.11891447790833,4,3,130,4,12,6
0.153156009731085,4,3,151,4,12,4
0.187169829128268,4,3,175,4,12,4
0.250906683564371,4,3,180,4,12,5
0.250906683564371,4,5,253,4,12,5
0.250906683564371,4,5,267,4,12,4
0.250906683564371,4,5,275,4,12,6
0.250071010619521,4,5,301,4,12,5
0.19716191560413,2,1,13,4,13,7
0.188022532338409,2,1,30,4,13,3
0.243571619710974,2,1,43,4,13,4
0.188022532338409,2,1,52,4,13,3
0.0295832243895524,2,3,130,4,13,6
0.153450337016808,2,3,151,4,13,4
0.149240062056102,2,3,175,4,13,4
0.24778189467168,2,3,180,4,13,5
0.243571619710974,2,5,253,4,13,5
0.243571619710974,2,5,267,4,13,4
0.24778189467168,2,5,275,4,13,6
0.188022532338409,2,5,301,4,13,5
0.19716191560413,3,1,13,4,13,7
0.188022532338409,3,1,30,4,13,3
0.243571619710974,3,1,43,4,13,4
0.188022532338409,3,1,52,4,13,3
0.0295832243895524,3,3,130,4,13,6
0.153450337016808,3,3,151,4,13,4
0.149240062056102,3,3,175,4,13,4
0.24778189467168,3,3,180,4,13,5
0.243571619710974,3,5,253,4,13,5
0.243571619710974,3,5,267,4,13,4
0.24778189467168,3,5,275,4,13,6
0.188022532338409,3,5,301,4,13,5
0.19716191560413,4,1,13,4,13,7
0.188022532338409,4,1,30,4,13,3
0.243571619710974,4,1,43,4,13,4
0.188022532338409,4,1,52,4,13,3
0.0295832243895524,4,3,130,4,13,6
0.153450337016808,4,3,151,4,13,4
0.149240062056102,4,3,175,4,13,4
0.24778189467168,4,3,180,4,13,5
0.243571619710974,4,5,253,4,13,5
0.243571619710974,4,5,267,4,13,4
0.24778189467168,4,5,275,4,13,6
0.188022532338409,4,5,301,4,13,5
0.272543230016199,2,1,13,4,14,7
0.195059872939505,2,1,30,4,14,3
0.242659505294889,2,1,43,4,14,4
0.195059872939505,2,1,52,4,14,3
0.021070183982565,2,3,130,4,14,6
0.159751967332424,2,3,151,4,14,4
0.185404737448099,2,3,175,4,14,4
0.252172286959393,2,3,180,4,14,5
0.242659505294889,2,5,253,4,14,5
0.242659505294889,2,5,267,4,14,4
0.252172286959393,2,5,275,4,14,6
0.244569031107555,2,5,301,4,14,5
0.272543230016199,3,1,13,4,14,7
0.195059872939505,3,1,30,4,14,3
0.242659505294889,3,1,43,4,14,4
0.195059872939505,3,1,52,4,14,3
0.021070183982565,3,3,130,4,14,6
0.159751967332424,3,3,151,4,14,4
0.185404737448099,3,3,175,4,14,4
0.252172286959393,3,3,180,4,14,5
0.242659505294889,3,5,253,4,14,5
0.242659505294889,3,5,267,4,14,4
0.252172286959393,3,5,275,4,14,6
0.244569031107555,3,5,301,4,14,5
0.272543230016199,4,1,13,4,14,7
0.195059872939505,4,1,30,4,14,3
0.242659505294889,4,1,43,4,14,4
0.195059872939505,4,1,52,4,14,3
0.021070183982565,4,3,130,4,14,6
0.159751967332424,4,3,151,4,14,4
0.185404737448099,4,3,175,4,14,4
0.252172286959393,4,3,180,4,14,5
0.242659505294889,4,5,253,4,14,5
0.242659505294889,4,5,267,4,14,4
0.252172286959393,4,5,275,4,14,6
0.244569031107555,4,5,301,4,14,5
0.260339148295809,2,1,13,4,15,7
0.241631028729305,2,1,30,4,15,3
0.24999561384247,2,1,43,4,15,4
0.241631028729305,2,1,52,4,15,3
0.0381747977866449,2,3,130,4,15,6
0.0574986635214727,2,3,151,4,15,4
0.0640073707704775,2,3,175,4,15,4
0.24999561384247,2,3,180,4,15,5
0.24999561384247,2,5,253,4,15,5
0.24999561384247,2,5,267,4,15,4
0.24999561384247,2,5,275,4,15,6
0.241631028729305,2,5,301,4,15,5
0.260339148295809,3,1,13,4,15,7
0.241631028729305,3,1,30,4,15,3
0.24999561384247,3,1,43,4,15,4
0.241631028729305,3,1,52,4,15,3
0.0381747977866449,3,3,130,4,15,6
0.0574986635214727,3,3,151,4,15,4
0.0640073707704775,3,3,175,4,15,4
0.24999561384247,3,3,180,4,15,5
0.24999561384247,3,5,253,4,15,5
0.24999561384247,3,5,267,4,15,4
0.24999561384247,3,5,275,4,15,6
0.241631028729305,3,5,301,4,15,5
0.260339148295809,4,1,13,4,15,7
0.241631028729305,4,1,30,4,15,3
0.24999561384247,4,1,43,4,15,4
0.241631028729305,4,1,52,4,15,3
0.0381747977866449,4,3,130,4,15,6
0.0574986635214727,4,3,151,4,15,4
0.0640073707704775,4,3,175,4,15,4
0.24999561384247,4,3,180,4,15,5
0.24999561384247,4,5,253,4,15,5
0.24999561384247,4,5,267,4,15,4
0.24999561384247,4,5,275,4,15,6
0.241631028729305,4,5,301,4,15,5
0.195714674865806,2,1,13,4,16,7
0.19025866725674,2,1,30,4,16,3
0.290879274124171,2,1,43,4,16,4
0.19025866725674,2,1,52,4,16,3
0.0915477662738601,2,3,130,4,16,6
0.226312617646948,2,3,151,4,16,4
0.226312617646948,2,3,175,4,16,4
0.290879274124171,2,3,180,4,16,5
0.290879274124171,2,5,253,4,16,5
0.290879274124171,2,5,267,4,16,4
0.290879274124171,2,5,275,4,16,6
0.19025866725674,2,5,301,4,16,5
0.195714674865806,3,1,13,4,16,7
0.19025866725674,3,1,30,4,16,3
0.290879274124171,3,1,43,4,16,4
0.19025866725674,3,1,52,4,16,3
0.0915477662738601,3,3,130,4,16,6
0.226312617646948,3,3,151,4,16,4
0.226312617646948,3,3,175,4,16,4
0.290879274124171,3,3,180,4,16,5
0.290879274124171,3,5,253,4,16,5
0.290879274124171,3,5,267,4,16,4
0.290879274124171,3,5,275,4,16,6
0.19025866725674,3,5,301,4,16,5
0.195714674865806,4,1,13,4,16,7
0.19025866725674,4,1,30,4,16,3
0.290879274124171,4,1,43,4,16,4
0.19025866725674,4,1,52,4,16,3
0.0915477662738601,4,3,130,4,16,6
0.226312617646948,4,3,151,4,16,4
0.226312617646948,4,3,175,4,16,4
0.290879274124171,4,3,180,4,16,5
0.290879274124171,4,5,253,4,16,5
0.290879274124171,4,5,267,4,16,4
0.290879274124171,4,5,275,4,16,6
0.19025866725674,4,5,301,4,16,5
0.265432776251824,2,1,13,4,17,7
0.188191894523506,2,1,30,4,17,3
0.277649423915735,2,1,43,4,17,4
0.188191894523506,2,1,52,4,17,3
0.0733243739296199,2,3,130,4,17,6
0.223720408979255,2,3,151,4,17,4
0.237919182413637,2,3,175,4,17,4
0.277649423915735,2,3,180,4,17,5
0.277649423915735,2,5,253,4,17,5
0.277649423915735,2,5,267,4,17,4
0.277649423915735,2,5,275,4,17,6
0.247039817566892,2,5,301,4,17,5
0.265432776251824,3,1,13,4,17,7
0.188191894523506,3,1,30,4,17,3
0.277649423915735,3,1,43,4,17,4
0.188191894523506,3,1,52,4,17,3
0.0733243739296199,3,3,130,4,17,6
0.223720408979255,3,3,151,4,17,4
0.237919182413637,3,3,175,4,17,4
0.277649423915735,3,3,180,4,17,5
0.277649423915735,3,5,253,4,17,5
0.277649423915735,3,5,267,4,17,4
0.277649423915735,3,5,275,4,17,6
0.247039817566892,3,5,301,4,17,5
0.265432776251824,4,1,13,4,17,7
0.188191894523506,4,1,30,4,17,3
0.277649423915735,4,1,43,4,17,4
0.188191894523506,4,1,52,4,17,3
0.0733243739296199,4,3,130,4,17,6
0.223720408979255,4,3,151,4,17,4
0.237919182413637,4,3,175,4,17,4
0.277649423915735,4,3,180,4,17,5
0.277649423915735,4,5,253,4,17,5
0.277649423915735,4,5,267,4,17,4
0.277649423915735,4,5,275,4,17,6
0.247039817566892,4,5,301,4,17,5
0.251511361881466,2,1,13,4,18,7
0.20012724390938,2,1,30,4,18,3
0.269444761842654,2,1,43,4,18,4
0.20012724390938,2,1,52,4,18,3
0.121027073686012,2,3,130,4,18,6
0.152782106041337,2,3,151,4,18,4
0.166482895934063,2,3,175,4,18,4
0.269444761842654,2,3,180,4,18,5
0.269444761842654,2,5,253,4,18,5
0.269444761842654,2,5,267,4,18,4
0.269444761842654,2,5,275,4,18,6
0.220426895970613,2,5,301,4,18,5
0.251511361881466,3,1,13,4,18,7
0.20012724390938,3,1,30,4,18,3
0.269444761842654,3,1,43,4,18,4
0.20012724390938,3,1,52,4,18,3
0.121027073686012,3,3,130,4,18,6
0.152782106041337,3,3,151,4,18,4
0.166482895934063,3,3,175,4,18,4
0.269444761842654,3,3,180,4,18,5
0.269444761842654,3,5,253,4,18,5
0.269444761842654,3,5,267,4,18,4
0.269444761842654,3,5,275,4,18,6
0.220426895970613,3,5,301,4,18,5
0.251511361881466,4,1,13,4,18,7
0.20012724390938,4,1,30,4,18,3
0.269444761842654,4,1,43,4,18,4
0.20012724390938,4,1,52,4,18,3
0.121027073686012,4,3,130,4,18,6
0.152782106041337,4,3,151,4,18,4
0.166482895934063,4,3,175,4,18,4
0.269444761842654,4,3,180,4,18,5
0.269444761842654,4,5,253,4,18,5
0.269444761842654,4,5,267,4,18,4
0.269444761842654,4,5,275,4,18,6
0.220426895970613,4,5,301,4,18,5
0.238036058872728,2,1,13,4,19,7
0.177437237753554,2,1,30,4,19,3
0.262582695649705,2,1,43,4,19,4
0.177437237753554,2,1,52,4,19,3
0.0150567075383177,2,3,130,4,19,6
0.214044612882535,2,3,151,4,19,4
0.214044612882535,2,3,175,4,19,4
0.262582695649705,2,3,180,4,19,5
0.262582695649705,2,5,253,4,19,5
0.262582695649705,2,5,267,4,19,4
0.262582695649705,2,5,275,4,19,6
0.208063042416855,2,5,301,4,19,5
0.238036058872728,3,1,13,4,19,7
0.177437237753554,3,1,30,4,19,3
0.262582695649705,3,1,43,4,19,4
0.177437237753554,3,1,52,4,19,3
0.0150567075383177,3,3,130,4,19,6
0.214044612882535,3,3,151,4,19,4
0.214044612882535,3,3,175,4,19,4
0.262582695649705,3,3,180,4,19,5
0.262582695649705,3,5,253,4,19,5
0.262582695649705,3,5,267,4,19,4
0.262582695649705,3,5,275,4,19,6
0.208063042416855,3,5,301,4,19,5
0.238036058872728,4,1,13,4,19,7
0.177437237753554,4,1,30,4,19,3
0.262582695649705,4,1,43,4,19,4
0.177437237753554,4,1,52,4,19,3
0.0150567075383177,4,3,130,4,19,6
0.214044612882535,4,3,151,4,19,4
0.214044612882535,4,3,175,4,19,4
0.262582695649705,4,3,180,4,19,5
0.262582695649705,4,5,253,4,19,5
0.262582695649705,4,5,267,4,19,4
0.262582695649705,4,5,275,4,19,6
0.208063042416855,4,5,301,4,19,5
0.208163047137979,2,1,13,4,20,7
0.190460634083932,2,1,30,4,20,3
0.229676079572708,2,1,43,4,20,4
0.190460634083932,2,1,52,4,20,3
0.0288203548753147,2,3,130,4,20,6
0.139393756139955,2,3,151,4,20,4
0.150527308811876,2,3,175,4,20,4
0.242573152692099,2,3,180,4,20,5
0.23155904363844,2,5,253,4,20,5
