"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","n_trait","traits","mean_cor","min_cor","max_cor","Plot","Ring"
6,0.235305224723358,0.569722048621577,0.958362998428676,0.206118557151406,0.065329198276246,1.38410660705405,0.466089315594831,0.622664841385051,2,4,NA,NA,NA,321,6
4,0.0576164111255437,0.566544910813653,0.960957411791312,0.129377806110781,0.0369265321482585,0.757835428806402,0.395779861765606,0.5191410164224,2,4,NA,NA,NA,354,6
3,0.156996882212522,0.937444858594403,0.788360025219,0.231184801558254,0.0711809431368405,1.94090371241547,0.67571680363508,0.724772974992789,2,5,NA,NA,NA,64,2
4,0.227150886351554,0.346021771428179,0.99073966667352,0.132631519166538,0.0402715304011547,1.47918527812382,0.546120660744371,0.643242707569569,2,5,NA,NA,NA,108,2
6,0.365779027553195,0.643916580158913,0.968223341312326,0.258355889663596,0.0891174832062502,1.70424656575555,0.58156977006787,0.675684023922631,2,5,NA,NA,NA,110,2
5,0.23587261866904,0.33905306882332,0.918997870713092,0.331744963326916,0.126806935757242,1.95177866368687,0.656630523326343,0.742801471004019,2,5,NA,NA,NA,118,2
6,0.288538720534743,0.448353015913381,0.973108402797672,0.255338286668728,0.0847859274816664,1.60151839886875,0.596578983390431,0.659996447540028,2,5,NA,NA,NA,205,4
5,0.252847905616901,0.546495409631681,0.98083964776776,0.295816014407343,0.106984818285113,1.48365862565039,0.577819340563985,0.655496356353703,2,5,NA,NA,NA,213,4
5,0.288538720534743,0.693065747340754,0.982274628426945,0.116268498719107,0.0381134524061861,1.51582304805335,0.528231621030977,0.639197112993493,2,5,NA,NA,NA,234,4
4,0.216666335418431,0.293585195580312,0.70577156563536,0.133871297597811,0.0443859149990706,1.75011954634386,0.560664123764211,0.695252315124943,2,5,NA,NA,NA,236,4
6,0.216992531220402,0.612300663512722,0.909899597655587,0.297815899393612,0.098583922267157,1.54202796799258,0.596260504636332,0.651632645955611,2,5,NA,NA,NA,307,6
5,0.288538720534743,0.692444278879995,0.969152686255691,0.268233849676457,0.0933769426724237,1.8555919136797,0.627250786269193,0.711745879317761,2,5,NA,NA,NA,311,6
6,0.232747338449176,0.561464478041609,0.789755884998655,0.214790908456773,0.0664763223266586,1.43904462301829,0.617440495748012,0.629734719489322,2,5,NA,NA,NA,321,6
4,0.0892724683155788,0.549794997536608,0.964209865188109,0.123843646257283,0.034175885416012,0.894630405060104,0.618024367229664,0.529353834147775,2,5,NA,NA,NA,354,6
3,0.0254356988093057,0.396610706306448,0.847687453763008,0.151959192655341,0.0353743776771612,1.1754939532874,0.736638988600496,0.582744667586648,2,6,NA,NA,NA,64,2
4,0.0378053765324002,0.492268544283596,0.86912678456953,0.104863428898401,0.0253606654455553,0.807956445527475,0.665232951831346,0.506590770744676,2,6,NA,NA,NA,108,2
6,0.260689710252989,0.436257470038465,0.757077176296553,0.202262323706006,0.0588479774167921,1.23760148159365,0.689233776106901,0.590456802626699,2,6,NA,NA,NA,110,2
5,0.23227773948316,0.844297059489527,0.813194623224643,0.30069062803486,0.116178652932291,1.85895115060481,0.668030498931999,0.71865547512084,2,6,NA,NA,NA,118,2
6,0.216505531527212,0.495024572362799,0.716901157890368,0.190852144069603,0.0501503280727286,1.13312843802022,0.700413068274415,0.575293237405671,2,6,NA,NA,NA,205,4
5,0.052385598393857,0.566918617386818,0.894532140286301,0.191753177165784,0.0443768981626991,0.767350796851794,0.762467307552915,0.480310620906821,2,6,NA,NA,NA,213,4
5,0.223474740074917,0.405561826373713,0.525397929804189,0.0842787224386692,0.0247188787102827,1.16284492984401,0.618410560424993,0.564577086301167,2,6,NA,NA,NA,234,4
4,0.242918796356514,0.768477156303872,0.602601326010022,0.098824646525539,0.0341016871225938,1.79081894795571,0.636263733335111,0.701507384225558,2,6,NA,NA,NA,236,4
6,0.208478249973557,0.4811617398688,0.714567524580208,0.253142644592456,0.0747226010917493,1.35044423601084,0.674484592066385,0.619166250912996,2,6,NA,NA,NA,307,6
5,0.223474740074917,0.521895609422884,0.637095605490463,0.205730169799963,0.0616145033677055,1.39241833373024,0.711456884430473,0.618992185792146,2,6,NA,NA,NA,311,6
6,0.21665344313438,0.365859837806056,0.716615388036889,0.165083735231158,0.0458677157254677,1.25374681559381,0.719068343702681,0.599664956436481,2,6,NA,NA,NA,321,6
4,0.0228088864310406,0.199011651258432,0.815808062903677,0.099044251227768,0.0240735783111429,0.811971677641813,0.652460384722351,0.499281626370632,2,6,NA,NA,NA,354,6
3,0.0119930702568027,0.318539317243691,0.798059806993164,0.196474286696399,0.0703053110570235,0.934616770534628,0.741195295497561,0.624098502231798,2,7,NA,NA,NA,64,2
4,0.186121548859138,0.351478474398306,0.993269020479894,0.159455281459353,0.0569316129014285,1.17525425456902,0.617600705697821,0.623495170042805,2,7,NA,NA,NA,108,2
6,0.249168534163383,0.634297191790856,0.95918218949285,0.270511505076935,0.0922183973023775,1.12663011891049,0.711494230979346,0.58677494556374,2,7,NA,NA,NA,110,2
5,0.2414161660872,0.411916082634027,0.970173173000918,0.341050308072982,0.127887970995433,1.85253440130147,0.620000275568151,0.71469559159736,2,7,NA,NA,NA,118,2
6,0.274111816157602,0.497891049619875,0.983773716394044,0.287314398557319,0.100927179881051,1.23322523941731,0.689216649717849,0.597358071999827,2,7,NA,NA,NA,205,4
5,0.141399202261498,0.534095626572887,0.917278728199091,0.311545775827112,0.11224171811908,0.911411306674062,0.728603167406497,0.612529794707127,2,7,NA,NA,NA,213,4
5,0.201550213763912,0.68969569075458,0.962451139732846,0.124550545964353,0.0399494273079665,1.00426255617502,0.590367887506391,0.565171077179714,2,7,NA,NA,NA,234,4
4,0.243560869861555,0.206354461129374,0.681030133928033,0.157715916566283,0.0579733578921849,1.95112767353415,0.571079510000192,0.734228335288069,2,7,NA,NA,NA,236,4
6,0.206727383685866,0.665667068868661,0.958468317012725,0.306574687220633,0.100732047235535,1.11447671580065,0.722321410720278,0.576615900459363,2,7,NA,NA,NA,307,6
5,0.201550213763912,0.669711823655936,0.920253778072646,0.283223083543561,0.0975273196973065,1.2485154967019,0.715081195259244,0.61677558944108,2,7,NA,NA,NA,311,6
6,0.207608073313144,0.616091855379971,0.957221839357721,0.227167894488871,0.0770580633759324,1.01393264909375,0.669423718930194,0.574825378003792,2,7,NA,NA,NA,321,6
4,0.00302870622405581,0.547512082214942,0.96098035092985,0.14501896972389,0.0502053665046968,0.711563765246222,0.678876925035925,0.54698055789477,2,7,NA,NA,NA,354,6
3,0.0167164109379317,0.313449072915562,0.827713759101548,0.137952806711639,0.0345935504379127,1.02008805462381,0.739192720589404,0.566011551910764,2,8,NA,NA,NA,64,2
4,0.0802307032752273,0.411295703229182,0.986041123781126,0.107321183324133,0.0265431453692158,0.761016653956396,0.66100582046698,0.498772800186979,2,8,NA,NA,NA,108,2
6,0.251166754402683,0.586348473185152,0.960840695051889,0.206974095345997,0.0662812874884991,1.4465639483297,0.543186278285481,0.646675779053396,2,8,NA,NA,NA,110,2
5,0.241667532217381,0.254042794546814,0.873639748091845,0.177555084548996,0.0529297004415119,1.60781749982695,0.621596575446132,0.675815021783016,2,8,NA,NA,NA,118,2
6,0.258318428737244,0.555585909123107,0.926749225482729,0.204364854125201,0.0569833265004499,1.2917888644288,0.554953415480202,0.616259601941657,2,8,NA,NA,NA,205,4
5,0.140358402383842,0.340079088769651,0.898002269003266,0.184264027351516,0.0420071552470948,0.768166878294508,0.790145211668553,0.507811201504668,2,8,NA,NA,NA,213,4
5,0.23624449611751,0.63883993568171,0.978798267613772,0.0932374276638787,0.0303256999560201,1.38886983407055,0.544186617912619,0.628271775938305,2,8,NA,NA,NA,234,4
4,0.00349248563103876,0.0936048560048443,0.705695710258876,0.0899492306709231,0.0227659643516421,0.822351107227774,0.655600533957477,0.521672814096255,2,8,NA,NA,NA,236,4
6,0.258318428737244,0.587020816900041,0.91790777348597,0.271387203330238,0.0890540216742569,1.64361130719839,0.547423001618656,0.690097635274832,2,8,NA,NA,NA,307,6
5,0.23624449611751,0.562553719980339,0.932577279724901,0.220699899260402,0.0733806999209374,1.66957476145227,0.569346340264138,0.68825187011371,2,8,NA,NA,NA,311,6
6,0.258318428737244,0.588484379158127,0.94442508121307,0.1767741993756,0.0526871061741072,1.46172353015129,0.571163635076113,0.657684734758076,2,8,NA,NA,NA,321,6
4,0.129733174371445,0.506914553055963,0.986141214914186,0.104497910745854,0.0264573146332096,0.881879033472483,0.671412864076702,0.525836723481078,2,8,NA,NA,NA,354,6
3,0.00309949762116425,0.652771642212442,0.81704600434138,0.101470328014671,0.0126705229696547,0.298630922622035,0.464002889320599,0.302807072510819,2,9,NA,NA,NA,64,2
4,0.0607593894720775,0.588418616958039,0.871548101785053,0.0802101484078661,0.0150394700625712,0.583307673133055,0.424286996571698,0.410742979615138,2,9,NA,NA,NA,108,2
6,0.188644379816382,0.606087219263849,0.846969005137237,0.169241145442298,0.0440216663453292,0.848856728087569,0.589606066229395,0.51697826982022,2,9,NA,NA,NA,110,2
5,0.138255018348724,0.770376463413032,0.778608738651901,0.413663278861178,0.192793581464656,1.50297153126861,0.493369659943527,0.746977332044524,2,9,NA,NA,NA,118,2
6,0.187960491585603,0.483319760209383,0.817277273310288,0.162620843865349,0.0395252817575186,0.804871057636293,0.515357752801101,0.495601974310647,2,9,NA,NA,NA,205,4
5,0.067762982842563,0.587270954848661,0.835182484087343,0.192054274738938,0.0514209968691066,0.605249741397617,0.525647991901199,0.44848551059321,2,9,NA,NA,NA,213,4
5,0.188644379816382,0.619502903875557,0.941803755165564,0.100682995247536,0.0274504350937934,0.816129325123083,0.492202677631678,0.509718956913848,2,9,NA,NA,NA,234,4
4,0.137584298955014,0.533103846542901,0.707108439830579,0.13450184508894,0.0501673978973868,1.11448939864738,0.451218742353461,0.657795008329686,2,9,NA,NA,NA,236,4
6,0.0998251051899511,0.68174449934789,0.784733228558296,0.164247035745455,0.0420510691061669,0.770663597268224,0.595286816945408,0.496217147127656,2,9,NA,NA,NA,307,6
5,0.188644379816382,0.67543120637455,0.832202055293004,0.195727440647475,0.0548028485989964,0.996086929505,0.619699184228706,0.573095837563535,2,9,NA,NA,NA,311,6
6,0.0992928755631031,0.451765306590706,0.869806673430713,0.124889843550509,0.026020196512364,0.664635459119079,0.481472192646785,0.450418819588018,2,9,NA,NA,NA,321,6
4,0.00401601203141857,0.593506941522536,0.95990641638386,0.0648886452555109,0.00856088748434554,0.194077328393591,0.351135970025318,0.253652398378957,2,9,NA,NA,NA,354,6
3,0.00516606431589372,0.517180868591429,0.836547861174729,0.127086597699957,0.0225551125058733,0.308195726007991,0.764876588375443,0.339475402583988,2,10,NA,NA,NA,64,2
4,0.105432273113504,0.655062817620101,0.931609214635446,0.100232634441104,0.0199765214586665,0.376067550802617,0.607016307287553,0.358478827055403,2,10,NA,NA,NA,108,2
6,0.149286013586113,0.677915118138148,0.882368579680889,0.192557645701525,0.0447334445796865,0.695592550594774,0.661167549508123,0.442268787825765,2,10,NA,NA,NA,110,2
5,0.192895247858277,0.367346990439721,0.814091769135708,0.267040617039106,0.0739062951445524,1.15123075695835,0.528377482107634,0.57375197187017,2,10,NA,NA,NA,118,2
6,0.157259706764329,0.464228054323962,0.86871995040311,0.182057681281538,0.0396288749935254,0.64012853566985,0.539030835600275,0.42289815308343,2,10,NA,NA,NA,205,4
5,0.139905648816386,0.476555985133007,0.917968069026136,0.185463808505545,0.0393760764606807,0.697738980225951,0.569879974120422,0.433111244541909,2,10,NA,NA,NA,213,4
5,0.138132250103951,0.718840449241339,0.94388087786534,0.110090933336203,0.0264418106928929,0.640555941999301,0.575583866217331,0.427516993714256,2,10,NA,NA,NA,234,4
4,0.0963532321641915,0.591745364132876,0.956590476123013,0.116586207478122,0.0268745655909067,0.57775106012782,0.580167712360045,0.483989647122369,2,10,NA,NA,NA,236,4
6,0.119401972750843,0.638027885370476,0.892182766561561,0.200302346814474,0.0464035831776648,0.60020993617711,0.630293254847147,0.417085846035196,2,10,NA,NA,NA,307,6
5,0.138132250103951,0.632150533737332,0.839312726195304,0.208260404140105,0.0499157310474024,0.741561799305675,0.630419481632616,0.464115408885245,2,10,NA,NA,NA,311,6
6,0.124041965364755,0.664719622742201,0.930629849777611,0.166325193547074,0.0363951366946382,0.639545856945995,0.637227800762364,0.422618643071321,2,10,NA,NA,NA,321,6
4,0.0795586956535539,0.560871638915923,0.974369975816296,0.102615310133006,0.0205465063309849,0.427095359662754,0.590986733005788,0.352374099959524,2,10,NA,NA,NA,354,6
3,0.00725187583815082,0.59003304376666,0.820426672201938,0.134545995886323,0.0233777657431721,0.332722206086037,0.476995088237916,0.337131729055428,2,11,NA,NA,NA,64,2
4,0.0536632588085867,0.643085803459386,0.922577527949771,0.10456048949232,0.0222705523128968,0.348013956709851,0.408687750420897,0.378996674736231,2,11,NA,NA,NA,108,2
6,0.211859383054664,0.532764887666906,0.890906684516471,0.213469955040962,0.0573841967098419,0.694359635809034,0.586078765633574,0.499642920799719,2,11,NA,NA,NA,110,2
5,0.224613611531532,0.308291633848137,0.922451372517528,0.360747597105302,0.158140127608273,1.20452524847493,0.45782778502601,0.673368114577155,2,11,NA,NA,NA,118,2
6,0.210861406981364,0.444839409814231,0.89572835349247,0.198406975569159,0.0491494609146885,0.648481203752083,0.46559432381323,0.472955087837253,2,11,NA,NA,NA,205,4
5,0.0442048687777041,0.575329358010208,0.924776929814831,0.205013558149337,0.0473911322113112,0.27758862904484,0.39466521894814,0.358777430822903,2,11,NA,NA,NA,213,4
5,0.211859383054664,0.607606811010353,0.951585131479097,0.120203366601354,0.0334228555956572,0.694156963037747,0.53746732091208,0.495899558421879,2,11,NA,NA,NA,234,4
4,0.157111563451417,0.593063555037337,0.921080823234085,0.148073575938071,0.048894290450125,0.681394348799227,0.388807342581432,0.56758451318619,2,11,NA,NA,NA,236,4
6,0.14292119049836,0.685408107591348,0.878825783567003,0.207288656760024,0.0539407294527347,0.64427281419056,0.599772284154117,0.476012176229948,2,11,NA,NA,NA,307,6
5,0.211859383054664,0.609080878104553,0.87345343083572,0.228531475103047,0.0642393736846863,0.840287328309255,0.617259372812509,0.535155378303759,2,11,NA,NA,NA,311,6
6,0.14821840726803,0.651398886207788,0.934558810338249,0.165927658326955,0.0381533821602217,0.59079783345219,0.500253738233873,0.451819531501141,2,11,NA,NA,NA,321,6
4,0.00523270758467093,0.638754500807875,0.961204274858116,0.0962513246700939,0.0179452134667306,0.234749711397377,0.395910119571414,0.301703307305309,2,11,NA,NA,NA,354,6
3,0.0583906845912265,0.585952131463921,0.832903665368934,0.198479974776066,0.0479558459028036,0.894291642192563,0.641799430297471,0.535968985998022,2,12,NA,NA,NA,64,2
4,0.0882012364648858,0.585251599059141,0.876684678494219,0.104078834543135,0.0248697692832089,0.626048322952638,0.412099984831299,0.476316374025462,2,12,NA,NA,NA,108,2
6,0.167480387489859,0.514965417283501,0.92520858281716,0.214948263402283,0.0624144037349513,0.823412375651094,0.592538414444504,0.534823134124474,2,12,NA,NA,NA,110,2
5,0.197271188866151,0.299510099417165,0.87125562426942,0.397895812483204,0.184964720116446,1.32554569634329,0.465988367263662,0.720147605017603,2,12,NA,NA,NA,118,2
6,0.198542423046889,0.474863009790034,0.925185911260352,0.206094019319583,0.0593996228005864,0.771811030378823,0.535731995017026,0.537093338337804,2,12,NA,NA,NA,205,4
5,0.145366238682942,0.528278314060367,0.894798891884661,0.240820149116346,0.0763914513242667,0.662696541021724,0.568952166069236,0.522397196963398,2,12,NA,NA,NA,213,4
5,0.154509700740988,0.617872056484368,0.949759354038355,0.119864472079142,0.0348749895013895,0.742980924268796,0.496315153540095,0.531547861278676,2,12,NA,NA,NA,234,4
4,0.194699315118253,0.511036238456721,0.912230995169985,0.160078997982271,0.0566475322858829,1.08571852725276,0.440955556246226,0.620343070033429,2,12,NA,NA,NA,236,4
6,0.128487540237606,0.583055162880834,0.853585574586737,0.206072370223463,0.0529822848916498,0.655682557713094,0.579934676679243,0.46509608464649,2,12,NA,NA,NA,307,6
5,0.154509700740988,0.605241632674204,0.861758185275858,0.231328828300821,0.0708954203335089,0.91345725489291,0.61092704851204,0.586305904706233,2,12,NA,NA,NA,311,6
6,0.139183957525769,0.571003574119218,0.945020264351776,0.180084382589327,0.0424388045866257,0.608397874181941,0.504148932004744,0.444974193542762,2,12,NA,NA,NA,321,6
4,0.0435788226767681,0.462832598646172,0.970284649079696,0.09146078211849,0.0164852082665084,0.350521844758313,0.42051495330708,0.325972580573947,2,12,NA,NA,NA,354,6
3,0.0153706431916826,0.684437615753885,0.863566218115857,0.113275553992915,0.0149267992108089,0.330514664609137,0.485654180864549,0.312067747133417,2,13,NA,NA,NA,64,2
4,0.0273246472029447,0.616850222476285,0.907022629629668,0.0721655461015988,0.0106574396145562,0.323280947488914,0.414276435987187,0.323809306073055,2,13,NA,NA,NA,108,2
6,0.154754464135817,0.680107122997309,0.733542637682658,0.15907903656823,0.0346953453529325,0.744600000599022,0.508344318841377,0.463014253413862,2,13,NA,NA,NA,110,2
5,0.213878375055459,0.802333133763059,0.850534240879305,0.385591569946663,0.169522172700122,1.32845303900023,0.486514077686523,0.709330425120036,2,13,NA,NA,NA,118,2
6,0.142922709311337,0.375185469650937,0.831374946868265,0.138544519601954,0.0257576720081637,0.644280308046509,0.426399930355266,0.415735772321232,2,13,NA,NA,NA,205,4
5,0.0256523668453118,0.473806486086862,0.911289584831538,0.137259619377223,0.0212830051790802,0.245197666163525,0.394083252964609,0.289503205604975,2,13,NA,NA,NA,213,4
5,0.153098071542521,0.709877807977567,0.745862678676435,0.0889866910637549,0.0205004461421197,0.763595567229727,0.384597125607184,0.461813350523341,2,13,NA,NA,NA,234,4
4,0.0927172774577848,0.58872069113028,0.801403338336631,0.132103808013472,0.0459550352444601,1.10451018700082,0.451792572349809,0.613086002347734,2,13,NA,NA,NA,236,4
6,0.0885953824990341,0.653663938609917,0.756753671721078,0.160145159179512,0.03458560491235,0.606570087893557,0.586424295447182,0.432085545644505,2,13,NA,NA,NA,307,6
5,0.153098071542521,0.805920080305186,0.672448965019735,0.170699829501552,0.0392752997760416,0.909872982859368,0.551376671254829,0.504322614602036,2,13,NA,NA,NA,311,6
6,0.0899467626046608,0.539075908694664,0.890720026499271,0.124940113773379,0.0235580825768149,0.556935586520324,0.480435794959509,0.401260908853218,2,13,NA,NA,NA,321,6
4,0.0108094699728912,0.575108042142822,0.970944053882506,0.0652704543455967,0.00873606657945641,0.214423689548322,0.36912559767992,0.261314611479131,2,13,NA,NA,NA,354,6
3,0.0303909527737836,0.488312142393175,0.846190311519605,0.157318051363468,0.0359108906563137,0.38605251435292,0.547406662438693,0.418040064838953,2,14,NA,NA,NA,64,2
4,0.151235608870091,0.597423248558311,0.947483344366935,0.128736199221583,0.0350265137262932,0.296693099713551,0.426214661343198,0.457996069254434,2,14,NA,NA,NA,108,2
6,0.166992187348197,0.581965353326838,0.915157495061509,0.222924459341048,0.058942906186436,0.300441010292012,0.488693052621461,0.422894233677895,2,14,NA,NA,NA,110,2
5,0.242078176400351,0.317983975333656,0.925737328722341,0.389707119396973,0.189891659738851,0.657209659634289,0.389053668214498,0.669839387760783,2,14,NA,NA,NA,118,2
6,0.166394269472585,0.43048021594432,0.923529398381159,0.23563727665786,0.0671061857202138,0.284248329909732,0.43278403657973,0.435402686090117,2,14,NA,NA,NA,205,4
5,0.118555870278354,0.568780705508049,0.964005539917548,0.255050924919183,0.0760396160604228,0.312571011329741,0.558018038879098,0.461548979613981,2,14,NA,NA,NA,213,4
5,0.151235608870091,0.598255781709982,0.955500706049634,0.119741233102336,0.0312680643726606,0.284610188696476,0.438658153108509,0.426258134268702,2,14,NA,NA,NA,234,4
