"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","sev.blackplots","n_trait","traits","mean_cor","min_cor","max_cor"
3,1.20023609487785,0.760737423097891,0.44109253510205,0.664588760841239,0.885084307047148,0.698782718595401,0.595925611042979,0.505562003784093,76.9230769230769,2,1,NA,NA,NA
2,NA,NA,NA,0.657712904287803,0.890709659251701,0.805024276976881,0.715052219963189,0.562084699305435,75.2212389380531,2,1,NA,NA,NA
4,1.58509252653735,0.457933406560042,0.838090012210759,0.643170911769925,0.614702719017864,0.485398374089551,0.56403855332111,0.396822289245164,71.6666666666667,2,2,NA,NA,NA
5,2.60555633538434,0.297300473508982,0.949635309123839,1.09412987154392,1.34113879989995,0.620952338060813,0.549015703899251,0.442428652597015,64.1119221411192,2,2,NA,NA,NA
2,NA,NA,NA,0.788073178021456,1.25290825795681,0.268703758469986,0.564156083092099,0.676009697446102,80.8219178082192,2,2,NA,NA,NA
3,0.00974422203783684,0.431203230181521,0.794586568977027,0.238018206816458,0.0576936137655025,0.0194645959972284,0.770074176852044,0.0950472159011512,56.6176470588235,2,2,NA,NA,NA
5,1.58509252653735,0.45474640468699,0.990524407448202,0.0898872898975763,0.0824017583652446,0.268648230401526,0.408708702406996,0.282717275969281,95.1456310679612,2,2,NA,NA,NA
6,1.47425144029603,0.481947486608123,0.966274897005622,0.417404948111425,0.587354404292454,0.286776100223022,0.45171437744349,0.437648678877845,86.2985685071575,2,2,NA,NA,NA
4,2.10592041633635,0.738224230548671,0.648109034494769,0.564836368032008,0.373569921521132,0.546440529447537,0.589911762581141,0.386006092084979,45.4545454545455,2,2,NA,NA,NA
5,1.96866520405838,0.618381530735703,0.582314211089828,0.846407066934627,0.790114087940855,0.443389873083674,0.457831059941984,0.430071578027613,50.6535947712418,2,2,NA,NA,NA
7,2.51049082704647,0.149566285530184,0.610379319242277,0.847283402411934,0.778286562877121,0.44073389326898,0.421540163175081,0.350094894463943,46.5116279069767,2,2,NA,NA,NA
3,1.58509252653735,0.0522893369542974,0.997544558258018,0.0766049794775682,0.0942783905815561,0.546115923799781,0.506046863225932,0.401439039403773,98.396501457726,2,2,NA,NA,NA
4,1.34614832837123,0.639843875823028,0.967451368136724,1.52176375833232,2.40657830095403,0.530059121492553,0.535924356446626,0.576581595167765,55.2825552825553,2,2,NA,NA,NA
5,1.28242080883419,0.619739854002911,0.90198123378264,1.41956489092113,2.10853426253222,0.335949567482634,0.482853236215336,0.490027727552979,50.1022494887526,2,2,NA,NA,NA
2,NA,NA,NA,0.0472458402368156,0.023172885383763,0.0919032832409768,0.602086826853688,0.19521249051799,87.7777777777778,2,2,NA,NA,NA
7,3.76700009325009,0.646001944886688,0.820898186073038,0.630342828450631,0.593816777282208,0.516071689219025,0.369455467447194,0.400392156185771,1.06609808102345,2,2,NA,NA,NA
5,1.74394320727843,0.514535775296423,0.946228516200459,1.16939572626133,1.74135310322623,0.413272379695878,0.505114647849181,0.482039947826448,65.7051282051282,2,2,NA,NA,NA
3,0.243857414941291,0.961761126839149,0.503312437514713,0.567941240175316,0.384803093006917,0.307767502627181,0.523757215532649,0.306075669294332,57.5,2,2,NA,NA,NA
4,2.58759216744264,0.601778489208911,0.824312612628763,1.43333642430851,2.28342445097228,1.03621498316386,0.533967859395484,0.597504517602528,40.5940594059406,2,2,NA,NA,NA
4,0.678120601487244,0.381093939479378,0.982256925455091,0.0556850661887376,0.0289740187354912,0.15138006109496,0.452174101680541,0.208165860637223,96,2,2,NA,NA,NA
2,NA,NA,NA,0.492585229308697,0.697977790204157,1.00796816677994,0.665661937490133,0.604402648908079,90.3846153846154,2,2,NA,NA,NA
6,3.71832396815366,0.333041752064814,0.932054234851514,1.09014791306317,1.36927295082795,0.707145085089298,0.535798230048789,0.470634136378761,61.1570247933884,2,2,NA,NA,NA
3,1.34002427189178,0.349238666236624,0.979731537710698,0.542828901523396,0.819253145202947,0.553086984470525,0.598144966651997,0.534349763663236,84.5714285714286,2,2,NA,NA,NA
2,NA,NA,NA,0.0470195226906571,0.0230618823720444,0.0912625335331027,0.604859577496148,0.188828272430619,96.3592233009709,2,2,NA,NA,NA
3,1.14319275333652,0.408632951723658,0.627962281349969,0.460712120525815,0.326576590192446,0.532652393754806,0.591315863702101,0.428883892331054,59.5141700404858,2,2,NA,NA,NA
3,2.55050363273042,0.978332503114269,0.63389613044906,0.572564424836779,0.71344626534064,1.09685138702401,0.525069020128425,0.558409268894441,12.9854368932039,2,2,NA,NA,NA
3,2.26298768773979,0.400406503828106,0.99765026232847,0.918344796398723,1.45690514900785,0.960560988721606,0.560880804751987,0.603736320037556,80.590717299578,2,2,NA,NA,NA
3,0.931939525912912,0.306418781731464,0.940474237944993,0.718656511394583,0.830490332911042,0.442766114404306,0.568824439741905,0.430217733582428,76.9230769230769,2,2,NA,NA,NA
2,NA,NA,NA,0.772127976679411,1.22755797959003,0.265478353970737,0.571789904964886,0.655951093815759,75.2212389380531,2,2,NA,NA,NA
4,2.5960323434969,0.723658517411552,0.89267692932163,0.856106488139193,0.982773927035248,1.07007722704975,0.55597932428135,0.572827171054188,71.6666666666667,2,3,NA,NA,NA
5,1.77002532659216,0.478556128439058,0.807229742116318,0.804935036337689,0.810728341228749,0.798478039986318,0.482699249413028,0.47178336809923,64.1119221411192,2,3,NA,NA,NA
2,NA,NA,NA,0.513818165718044,0.532604813743838,0.187497580760386,0.564002660388538,0.437625461611462,80.8219178082192,2,3,NA,NA,NA
3,0.116184054046495,0.298454760016143,0.914881517434683,1.1018996756275,1.23665399477967,0.162287752983478,0.840670353267062,0.558380247383541,56.6176470588235,2,3,NA,NA,NA
5,3.51224184711947,0.432460396632893,0.990467274948175,0.141337695548927,0.166673896016609,0.730691481131426,0.342087306881062,0.465798014286413,95.1456310679612,2,3,NA,NA,NA
6,3.07896326463687,0.442467995789606,0.650146752991378,0.331700438602934,0.365020018261007,0.870764221727178,0.408303960078745,0.488473359005679,86.2985685071575,2,3,NA,NA,NA
4,1.40959887675301,0.0223541141570552,0.614633342367586,0.522565902514101,0.286426400271425,0.735118987040536,0.434681487822789,0.458775136857102,45.4545454545455,2,3,NA,NA,NA
5,2.71986420908508,0.568885467678753,0.448674304425547,0.48709366230571,0.44183793904616,0.863174179821393,0.471944777043467,0.494093156461711,50.6535947712418,2,3,NA,NA,NA
7,2.17611918062437,0.148846727157482,0.696223489904488,0.639237713959536,0.681508044408765,0.547293911087748,0.54146868340825,0.472857697282259,46.5116279069767,2,3,NA,NA,NA
3,1.63958938680392,0.0274259237599594,0.989343943126524,0.0575191001946299,0.0561808868027767,0.941427557476682,0.35693147205206,0.547840969981621,98.396501457726,2,3,NA,NA,NA
4,0.0608041066378419,0.387766227417043,0.83929045905962,0.982975528906997,1.01665529769427,0.0884458966733462,0.395946048430165,0.34262205442752,55.2825552825553,2,3,NA,NA,NA
5,2.25256552202404,0.472840133655031,0.915202018991754,1.0140105109775,1.09532074970085,0.978894610595323,0.523273243669149,0.515418234609328,50.1022494887526,2,3,NA,NA,NA
2,NA,NA,NA,0.110044282253869,0.125715238538707,0.264629703609632,0.478092862571153,0.58401052194338,87.7777777777778,2,3,NA,NA,NA
7,2.49906225585802,0.589882909630416,0.657857723369552,0.497209653246036,0.408092828428589,0.631371033829248,0.457703858400965,0.409316831256329,1.06609808102345,2,3,NA,NA,NA
5,2.94623262332882,0.51292524318363,0.907937051760774,0.913169974136443,1.06265088720778,1.2179222119086,0.595972997037152,0.572784306139296,65.7051282051282,2,3,NA,NA,NA
3,0.423482195480566,0.290966030043126,0.781481666099638,0.835853499381036,0.762057831321869,0.338781525884533,0.811466009670657,0.483995280931564,57.5,2,3,NA,NA,NA
4,2.05304867371317,0.840665326561107,0.889314186563691,1.12979688604591,1.38469211713765,1.25132859405236,0.678483432839855,0.587802736151444,40.5940594059406,2,3,NA,NA,NA
4,0.910256332232644,0.415472805661018,0.985157325736098,0.159169507879109,0.167100830885367,0.302403877372494,0.343389281044906,0.393318312233222,96,2,3,NA,NA,NA
2,NA,NA,NA,0.449136411911238,0.580277009178906,0.241250736260947,0.547696110807501,0.516737867449352,90.3846153846154,2,3,NA,NA,NA
6,2.17626333947387,0.475320296973346,0.859515120581793,0.755536936479972,0.699746692119154,0.773450988641338,0.481763639774403,0.468800479291391,61.1570247933884,2,3,NA,NA,NA
3,2.43234385722275,0.171456525751207,0.966156146719339,0.421711312359012,0.546947486797267,1.48173537618253,0.458267842312151,0.652146749454545,84.5714285714286,2,3,NA,NA,NA
2,NA,NA,NA,0.109517146916586,0.125113036013401,0.266179374912517,0.473240910043929,0.579983253300249,96.3592233009709,2,3,NA,NA,NA
3,0.0138932708348093,0.62067348126062,0.361123552841858,0.392883212787934,0.209684797909208,0.0665036233008803,0.496433934379737,0.29675122351791,59.5141700404858,2,3,NA,NA,NA
3,1.72919832113323,0.196331397855224,0.927520439914713,0.392630674745825,0.336828941933741,1.17587949327478,0.558856426648319,0.558606797174396,12.9854368932039,2,3,NA,NA,NA
3,2.22347304087972,0.292725389729585,0.91275234355684,0.60814029288031,0.646039996418402,1.40530685597707,0.485241941307832,0.618187346662844,80.590717299578,2,3,NA,NA,NA
3,1.56743134086395,0.931274809134749,0.703278932813579,0.593287069254952,0.617852212974215,1.15681844657081,0.587927783862929,0.560898744705942,76.9230769230769,2,3,NA,NA,NA
2,NA,NA,NA,0.503422006663191,0.521828541656759,0.185919735073658,0.574475832549837,0.435596930383633,75.2212389380531,2,3,NA,NA,NA
4,1.79285220036315,0.787420957485482,0.838094493712027,0.895157442915206,1.04145877991142,0.517880687757632,0.493712075317268,0.429995086573355,71.6666666666667,2,4,NA,NA,NA
5,1.68284543451163,0.40040112379048,0.838269099975831,0.93076985203048,1.02405345858944,0.35872823779027,0.462926849983437,0.388651378110811,64.1119221411192,2,4,NA,NA,NA
2,NA,NA,NA,0.515495443788782,0.536087697360787,0.600501966778568,0.720331141184784,0.460229751126492,80.8219178082192,2,4,NA,NA,NA
3,0.0747512301473994,0.997488116992357,0.653775354435986,0.593271849268936,0.361995862074802,0.229200779205031,0.50808993977606,0.251044317156336,56.6176470588235,2,4,NA,NA,NA
5,2.34282458457107,0.499912374342406,0.983961658689065,0.138674423387794,0.1544560192919,0.320696429448841,0.282278780678882,0.320184181578062,95.1456310679612,2,4,NA,NA,NA
6,4.62478945159684,0.655206876065692,0.966254003224641,0.450179030380552,0.616828867268078,0.631497531261621,0.439218112566471,0.420175592965644,86.2985685071575,2,4,NA,NA,NA
4,2.42130639073923,0.142844506667478,0.697606177388519,0.665201256569527,0.553911926518407,0.693555155421447,0.378936812562384,0.454328711921141,45.4545454545455,2,4,NA,NA,NA
5,2.37649182418518,0.706698779767717,0.545222429645634,0.683069533168246,0.495698511582593,0.436720885298616,0.514677120400927,0.342341209868482,50.6535947712418,2,4,NA,NA,NA
7,2.15465729734924,0.353165018458288,0.65710228941377,0.744413232957996,0.616410790026645,0.296071845141766,0.469537954222904,0.291307175255098,46.5116279069767,2,4,NA,NA,NA
3,1.05989707302081,0.0384803581856281,0.986213177560796,0.0658243077220048,0.0716223190488908,0.426190596765654,0.363837604193494,0.417749059380644,98.396501457726,2,4,NA,NA,NA
4,1.51270792022189,0.613053701432368,0.814257897205665,1.01058134759334,1.05739234550463,0.480308214451617,0.727841059112354,0.398834897492845,55.2825552825553,2,4,NA,NA,NA
5,3.08137109511975,0.421695925115826,0.852186376060598,1.08177535784262,1.22852432567454,0.754839781909531,0.576601244786425,0.44936687077898,50.1022494887526,2,4,NA,NA,NA
2,NA,NA,NA,0.0974545706402321,0.0985955659731443,0.495950820945275,0.478280036714759,0.371435666161111,87.7777777777778,2,4,NA,NA,NA
7,4.65087699233291,0.484867972961891,0.706003524601469,0.689232478571771,0.694853747242277,0.677455408966293,0.556155935521956,0.423643485101987,1.06609808102345,2,4,NA,NA,NA
5,2.7894001112529,0.618831912874648,0.944050240740044,0.930709814344636,1.0558102479521,0.649317366649603,0.645542917664566,0.42314624819774,65.7051282051282,2,4,NA,NA,NA
3,0.528418500721511,0.96941425887389,0.937711360228504,0.958388348364218,0.966444886466885,0.358481098262053,0.490904711772575,0.342396190127335,57.5,2,4,NA,NA,NA
4,1.89413639739786,0.825147318529798,0.952185082327507,1.09334209583699,1.21786239117291,0.607728987754254,0.697207593388907,0.40803379596779,40.5940594059406,2,4,NA,NA,NA
4,1.27459443731967,0.366603490127608,0.990209840234891,0.126489495408818,0.111621194296986,0.266642721951205,0.401511214317334,0.259580441998227,96,2,4,NA,NA,NA
2,NA,NA,NA,0.533535671386733,0.818852644025763,0.080490300001784,0.558725607103899,0.592033077971097,90.3846153846154,2,4,NA,NA,NA
6,2.99864777742107,0.529236802757956,0.893012327517853,1.04070214985789,1.38226111527664,0.621003467954819,0.404452364284775,0.440066980300523,61.1570247933884,2,4,NA,NA,NA
3,2.01015744259722,0.203944047416489,0.959263399290263,0.425419342012199,0.536681941781761,0.718663576793831,0.569318250140238,0.481485390510764,84.5714285714286,2,4,NA,NA,NA
2,NA,NA,NA,0.0969877426786876,0.0981232724031433,0.492445535230177,0.480833490031878,0.367604995950545,96.3592233009709,2,4,NA,NA,NA
3,2.31757116461293,0.393867964662773,0.806382778043448,0.858404604802518,0.892241831463335,1.04926798840057,0.547491519448379,0.532855183670497,59.5141700404858,2,4,NA,NA,NA
3,3.63519040051203,0.371615780911663,0.95291718618465,0.82014847721434,1.44717230952061,1.3036408089627,0.505767979176255,0.641481776193774,12.9854368932039,2,4,NA,NA,NA
3,2.30912783460525,0.280846937805362,0.893609900048286,0.612355000737539,0.657505010871498,0.837466703899658,0.553491714129873,0.518387936316339,80.590717299578,2,4,NA,NA,NA
3,1.74962387582581,0.395267397053334,0.991078331558044,0.694740615416844,0.7588758885366,0.725193065619864,0.576972456107752,0.44738854148917,76.9230769230769,2,4,NA,NA,NA
2,NA,NA,NA,0.505065348118282,0.525240955573594,0.601530345614549,0.720703017383429,0.456898210214621,75.2212389380531,2,4,NA,NA,NA
4,1.31339861585979,0.687723814340879,0.93419109569196,0.643696912384791,0.56658988259424,0.427530976538809,0.623000368883926,0.340630644695001,71.6666666666667,2,5,NA,NA,NA
5,0.473952410970924,0.312337145430777,0.978120352034939,0.788466326802173,0.709677646428854,0.296356338537527,0.738632917613608,0.312392520285911,64.1119221411192,2,5,NA,NA,NA
2,NA,NA,NA,0.685992153141833,0.949345889785464,0.148532512204048,0.57184343141634,0.51371218517665,80.8219178082192,2,5,NA,NA,NA
3,0.129626411983906,0.826662861367117,0.986750857555763,0.622337235447593,0.396197757409708,0.0448010027483314,0.547141820283781,0.178451661041564,56.6176470588235,2,5,NA,NA,NA
5,0.991439887098791,0.550837427504787,0.982094145184909,0.089793422768783,0.0702209482037688,0.207907158624102,0.415305584917438,0.243432468479163,95.1456310679612,2,5,NA,NA,NA
6,2.15973839895589,0.381574497099481,0.423329938206648,0.333201942373257,0.406101712874586,0.294117332601198,0.530632478296007,0.335507223935305,86.2985685071575,2,5,NA,NA,NA
4,1.32642931318401,0.799355037001743,0.638728640726089,0.566517755422594,0.33400467693926,0.323825058799651,0.653452811057289,0.300966555815718,45.4545454545455,2,5,NA,NA,NA
5,1.87635948246701,0.3588174214001,0.47060052222723,0.396148842332185,0.207833350906345,0.311434097995468,0.557141156905675,0.317009261196149,50.6535947712418,2,5,NA,NA,NA
7,0.815604343626752,0.462176390560676,0.541715518948324,0.44343042417376,0.231503895399078,0.157522912520976,0.658057103876735,0.208660885195091,46.5116279069767,2,5,NA,NA,NA
3,0.116573087677223,0.0990083801235988,0.989462508716175,0.0566450973854559,0.0512167617005366,0.367505654210912,0.488904706694942,0.318137986135204,98.396501457726,2,5,NA,NA,NA
4,1.21568042376553,0.288023891277839,0.800156297511636,1.33125033237842,1.84615985877722,0.314599648016944,0.53760400011672,0.442375825631631,55.2825552825553,2,5,NA,NA,NA
5,2.4720403211194,0.80827150756301,0.910711771865399,1.26405403618124,1.71837061638914,0.50220441310598,0.59410628755092,0.400235777418083,50.1022494887526,2,5,NA,NA,NA
2,NA,NA,NA,0.0582317253048535,0.0352024001133234,0.141558059001341,0.594931764327713,0.214528448303234,87.7777777777778,2,5,NA,NA,NA
7,2.91029273899809,0.573594388097086,0.866821558044398,1.14726551210136,1.47301633191806,0.447769521144043,0.473203044989832,0.384191770765684,1.06609808102345,2,5,NA,NA,NA
5,3.89587982344773,0.627018069147863,0.639387505664419,1.05860011748389,1.59428579284656,0.753573979904282,0.544919233011198,0.494182768623975,65.7051282051282,2,5,NA,NA,NA
3,0.574538894765588,0.466889684637598,0.938437187805852,1.0662708770698,1.24460684993895,0.313427263512164,0.498525459515403,0.328490337101219,57.5,2,5,NA,NA,NA
4,2.18022100123921,0.689872718114233,0.817657794044805,1.32927002043964,1.89717399696892,0.557854466438922,0.573056819056981,0.442536235142739,40.5940594059406,2,5,NA,NA,NA
4,0.380889302557476,0.429463726160108,0.981230922619677,0.0777931331774809,0.0420924507871254,0.0985618118808259,0.456111044910382,0.162322614896945,96,2,5,NA,NA,NA
2,NA,NA,NA,0.598281502500596,1.02965085623164,0.214592750560892,0.559693332622317,0.62800933562757,90.3846153846154,2,5,NA,NA,NA
6,1.42559416406379,0.583965161302164,0.872458275259766,0.76675572129884,0.6799903961036,0.292409561188367,0.707454209334427,0.29664897702595,61.1570247933884,2,5,NA,NA,NA
3,2.04782840641967,0.21390362990833,0.987097023841431,0.465851583824813,0.62842014717831,0.623206020019986,0.58297806974266,0.448472375356183,84.5714285714286,2,5,NA,NA,NA
2,NA,NA,NA,0.0579527830506042,0.0350337731871729,0.141618862602394,0.590734212123851,0.213867774944001,96.3592233009709,2,5,NA,NA,NA
3,0.152882342452856,0.576807854666897,0.389738297805578,0.410265798556342,0.236315970497501,0.164559798982418,0.697966306102529,0.315211146477523,59.5141700404858,2,5,NA,NA,NA
3,1.35603896568341,0.119566408664112,0.879117054049295,0.313298923641492,0.226983768188101,0.544575604040912,0.43826202728849,0.439225372711371,12.9854368932039,2,5,NA,NA,NA
3,2.29425723159945,0.38236387920725,0.998571399964867,0.800696060759979,1.1088707765217,0.710187424935532,0.563730269519986,0.481271451169552,80.590717299578,2,5,NA,NA,NA
3,2.03830032015951,0.806072005346536,0.74632088688899,0.66028356136223,0.779326703187987,0.714837555240552,0.662222977156723,0.443980222881261,76.9230769230769,2,5,NA,NA,NA
2,NA,NA,NA,0.672112372296644,0.930137633778228,0.148368832050007,0.568322255513085,0.518903950886172,75.2212389380531,2,5,NA,NA,NA
4,1.79708539027738,0.616575267987358,0.862611116417025,0.875521970641447,1.23512441173018,0.593769855358407,0.435032551680917,0.461681366447965,71.6666666666667,2,6,NA,NA,NA
5,1.7899760609343,0.391697010507817,0.991868676566367,1.59581285065916,2.90570333378768,0.58224572895754,0.385360392311059,0.474573912868411,64.1119221411192,2,6,NA,NA,NA
2,NA,NA,NA,0.686669697501301,0.951222125836504,0.188689445976495,0.567116264548794,0.533492820201198,80.8219178082192,2,6,NA,NA,NA
3,0.0543270043118391,0.878839614740371,0.684150762323505,0.621823525448841,0.396148733710574,0.177483968084183,0.508322140155413,0.225845533333858,56.6176470588235,2,6,NA,NA,NA
5,2.19710429935858,0.497184967731659,0.98829577803463,0.147689740781551,0.197263113046524,0.317804014421161,0.231253015290081,0.326744657706553,95.1456310679612,2,6,NA,NA,NA
6,4.1906073594042,0.757075720128742,0.973117474401601,0.520485253406071,0.732572232437806,0.498793858982724,0.393951735723748,0.395214659037511,86.2985685071575,2,6,NA,NA,NA
4,1.90193291302338,0.114733975383025,0.564555153493986,1.21019354158438,1.49600117333571,0.552803730307333,0.458670792088438,0.425668543384481,45.4545454545455,2,6,NA,NA,NA
5,2.14526185378967,0.486262018736553,0.671283534361543,0.532320098428112,0.391105968207482,0.377815469598061,0.394384573186084,0.327708239344921,50.6535947712418,2,6,NA,NA,NA
7,2.56358903340722,0.298920660287992,0.82313331276592,0.54556969662556,0.428960633548041,0.28757794219867,0.384624708471377,0.27625663788196,46.5116279069767,2,6,NA,NA,NA
3,1.56930255855471,0.106139752213905,0.996901016481656,0.115157962806776,0.210819479794288,0.612567847784441,0.347696794435658,0.464269352935165,98.396501457726,2,6,NA,NA,NA
4,2.06328221514609,0.221671431699258,0.977899542936896,1.31670423796998,1.81732293099927,0.517804993829322,0.504791329950617,0.443440360985434,55.2825552825553,2,6,NA,NA,NA
5,2.33878972291708,0.881752814958542,0.836549381355622,1.50150127769679,2.43829884572859,0.652296987410988,0.495008436296702,0.474476280189377,50.1022494887526,2,6,NA,NA,NA
2,NA,NA,NA,0.0643613758921713,0.0430034797197432,0.0896479774486799,0.471401976141779,0.225280970706654,87.7777777777778,2,6,NA,NA,NA
7,3.57193024615353,0.74171576918452,0.61185863860628,0.844807216903533,1.0942466619294,0.533010989893485,0.533526057606581,0.415268779366618,1.06609808102345,2,6,NA,NA,NA
5,2.55767736813326,0.746023717184915,0.918435449148103,1.17547984271864,1.76494146562296,0.523927726974,0.48186840897525,0.459214836999783,65.7051282051282,2,6,NA,NA,NA
3,0.33478392707188,0.520647705807245,0.644891528875969,0.63065017229954,0.515462131209489,0.195836853226024,0.53434479200021,0.276484658381548,57.5,2,6,NA,NA,NA
4,1.35398424847266,0.768756571686242,0.875307702048523,1.26417770607121,1.66037777697741,0.378938576673045,0.59900811557327,0.401013459225105,40.5940594059406,2,6,NA,NA,NA
4,0.737278255484487,0.538833044231524,0.99486772133011,0.12323964158725,0.102173830722035,0.141896999318639,0.290923599812457,0.203278951773004,96,2,6,NA,NA,NA
2,NA,NA,NA,0.56375103097042,0.914225923600271,0.0307165703356978,0.573633326532419,0.586897921541464,90.3846153846154,2,6,NA,NA,NA
6,3.07543343171032,0.364418195926438,0.974408731729518,1.57087457918076,2.79994479722909,0.547683452603014,0.359136043264261,0.456223111257257,61.1570247933884,2,6,NA,NA,NA
3,0.44674855414913,0.822192134438517,0.971025080500601,0.499554406469174,0.677243420113901,0.145682504233606,0.544692563848466,0.420877617878406,84.5714285714286,2,6,NA,NA,NA
2,NA,NA,NA,0.0640530713179214,0.0427974839758288,0.0900550424721982,0.474401990145878,0.221997004489305,96.3592233009709,2,6,NA,NA,NA
3,1.6461789493674,0.198436236864491,0.660972682528797,0.519202741439186,0.45368572848759,0.714256747898748,0.490456344230608,0.468780066816168,59.5141700404858,2,6,NA,NA,NA
3,1.30888944874569,0.115517669976827,0.879568126575911,0.302705069716103,0.213078260764,0.559934212483907,0.423124989686092,0.437297088889646,12.9854368932039,2,6,NA,NA,NA
3,0.448785679464905,0.871032469506682,0.894898418511429,0.810162368928085,1.12932053809836,0.275304665192585,0.456017180012247,0.482406030066114,80.590717299578,2,6,NA,NA,NA
3,0.780715907177902,0.189436689504542,0.927620073954301,1.00153523929479,1.76313088643156,0.766533879302205,0.459535418289706,0.528090229353907,76.9230769230769,2,6,NA,NA,NA
2,NA,NA,NA,0.672776207800728,0.931975907667335,0.187949015432199,0.565779828947944,0.537234923934946,75.2212389380531,2,6,NA,NA,NA
4,2.15965430258439,0.637935003426905,0.969897834517849,0.7047678468582,0.753313637040923,0.729444990672522,0.599120830794122,0.451701503221337,71.6666666666667,2,7,NA,NA,NA
5,0.921950665512762,0.237960145632663,0.967625333354131,0.901346051751697,0.9255634884526,0.294490569382061,0.410246642946478,0.362492113760954,64.1119221411192,2,7,NA,NA,NA
