"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","sev.blueplots","n_trait","traits","mean_cor","min_cor","max_cor"
5,1.53999530019437,0.737304195818686,0.947829973773619,0.677987158242497,0.887989230632573,0.638029385181347,0.652613142016368,0.766786588223361,"4 W 1",2,4,NA,NA,NA
5,5.49681837013984,0.483665247977155,0.9730490469779,0.703323479634955,1.21827062746391,1.8450866000067,0.548033178668216,1.63938817207136,"2 W 1",2,4,NA,NA,NA
8,3.31951689763657,0.315871148593423,0.894197660375561,0.467637692011484,0.348900126329051,0.631720832458677,0.432633099304595,0.627205437218636,"5 N 3",2,4,NA,NA,NA
2,NA,NA,NA,0.257302037698597,0.105874830738359,0.316833762967617,0.570290757781595,0.412710142222896,"5 E 3",2,4,NA,NA,NA
2,NA,NA,NA,0.0196101146988631,0.0084613630641451,0.109995111702576,0.58859888527509,0.323830956329003,"1 E 3",2,4,NA,NA,NA
3,0.140583225840541,0.667276851887472,0.611855224009159,0.264430385109913,0.110928089370501,0.271704990968858,0.508006413976204,0.437698395196543,"2 E 1",2,4,NA,NA,NA
3,0.347179841509412,0.475380014795102,0.800398046162414,0.362579053680576,0.149790538775408,0.264799736629659,0.482068327035495,0.356102027774191,"3 E 1",2,4,NA,NA,NA
2,NA,NA,NA,0.399847514985409,0.164529548031887,0.33585292552882,0.575707874472764,0.438750971548243,"2 N 1",2,4,NA,NA,NA
3,0.853405896755022,0.385367515044555,0.664166908976132,0.447067397768492,0.273866603279552,0.69241626773509,0.561945757137207,0.710757662965385,"3 N 1",2,4,NA,NA,NA
4,0.589025570918454,0.415365158805185,0.721613940609092,0.221296887748944,0.111257091075933,0.282233309829006,0.4455307727871,0.569271491979906,"1 W 3",2,4,NA,NA,NA
4,3.25253722840542,0.0872964220819188,0.888472274519586,0.55528592723432,0.759963536380545,1.37495125730236,0.529629028227683,1.76049745438635,"3 W 3",2,4,NA,NA,NA
2,NA,NA,NA,0.287007810355977,0.118098183806928,0.323977285965389,0.567974878449808,0.42260487543844,"3 N 3",2,4,NA,NA,NA
5,0.694427836362083,0.2650501950434,0.727820693189745,0.426217198516213,0.188792541964192,0.279248259686435,0.434747201584426,0.481664459156839,"1 W 1",2,4,NA,NA,NA
2,NA,NA,NA,0.147939311148172,0.152046886817668,0.676138511808802,0.607159296562835,0.649513858659661,"5 W 3",2,4,NA,NA,NA
6,2.7309615804747,0.287471538559717,0.81862166662564,1.0122106587823,1.11271093151573,0.876806531248144,0.586023324740928,0.944539475247277,"4 E 1",2,4,NA,NA,NA
3,0.140583225840541,0.842498842984831,0.869619489238355,0.349806655492693,0.148344319162669,0.282545740750792,0.478644972116065,0.440500130513485,"2 N 3",2,4,NA,NA,NA
5,2.72289494807439,0.333194311228217,0.654508027470019,0.465343349289867,0.83022538797554,1.17673675581534,0.475087664775065,1.57513961829883,"5 W 1",2,4,NA,NA,NA
2,NA,NA,NA,0.409289254108385,0.168414641754665,0.337540327400439,0.572436118902942,0.44183433367482,"1 E 1",2,4,NA,NA,NA
2,NA,NA,NA,0.170638182170779,0.0296820900962846,0.00414967896601625,0.87600016613533,0.227246526087477,"4 N 1",2,4,NA,NA,NA
3,0.10540226544363,0.690361864002891,0.47125144675171,0.134896025087822,0.0496894118231556,0.191088592660446,0.50532568226926,0.427027121851752,"5 N 1",2,4,NA,NA,NA
2,NA,NA,NA,0.294437323567103,0.121155285339166,0.325629400913999,0.566765566110144,0.425055829826804,"4 N 3",2,4,NA,NA,NA
4,0.330586237303813,0.64441159265863,0.536925407071941,0.274460932753479,0.131602902053652,0.398699702841648,0.523076022011311,0.471064114718367,"1 N 1",2,4,NA,NA,NA
9,6.68148746271118,0.579235662409672,0.893224271190093,1.02267516382571,1.81961552528695,1.4195772837057,0.525627838519657,1.43713254548894,"4 E 3",2,4,NA,NA,NA
3,0.792662642678075,0.462845802515063,0.690728895445735,0.50874657792597,0.399775048471913,0.670197257813717,0.6241439598354,0.764133397218769,"3 W 1",2,4,NA,NA,NA
3,0.140583225840541,0.969347332380735,0.812351749287507,0.394666525099301,0.163745902363248,0.284022936100777,0.486945911966234,0.44430262478664,"2 E 3",2,4,NA,NA,NA
2,NA,NA,NA,0.0513815689939426,0.0211425256051699,0.262311993612041,0.478799287989558,0.375579205268165,"2 W 3",2,4,NA,NA,NA
3,0.697700601698955,0.351470943042699,0.676708230498693,0.424884493325734,0.203377844443273,0.507883130318039,0.549241099338814,0.463315411596157,"3 E 3",2,4,NA,NA,NA
5,0.334454765906141,0.728113934479261,0.526442575971213,0.291914828743711,0.0957612003993218,0.500658002113501,0.729780757139697,1.59167025594732,"5 E 1",2,5,NA,NA,NA
5,1.79277094449212,0.729255799854649,0.96239328739198,0.653509910020703,0.817406415707748,3.51483091365375,0.640516851945871,2.68607840341657,"4 W 1",2,5,NA,NA,NA
5,3.23545803401316,0.438913128033257,0.94103460920758,0.522061188470839,0.711724860406325,4.71797941764007,0.449821013666104,3.09352602102848,"2 W 1",2,5,NA,NA,NA
8,5.46140939190236,0.22735815090647,0.922206722292443,0.342148068554909,0.24237480427678,3.57235031530214,0.215970898920866,3.57894723128836,"5 N 3",2,5,NA,NA,NA
2,NA,NA,NA,0.218648691045934,0.0764539699169601,0.478862348613689,0.577463961875744,1.01370267036392,"5 E 3",2,5,NA,NA,NA
2,NA,NA,NA,0.0341879665056054,0.0257173729073382,2.57007507013565,0.608358596493787,3.35939187250968,"1 E 3",2,5,NA,NA,NA
3,0.244221317765671,0.899298035193101,0.544478455807867,0.241166545801489,0.0994897231902329,0.739812888870606,0.594569767498572,1.91671268935611,"2 E 1",2,5,NA,NA,NA
3,0.525853290979797,0.263860536238922,0.73463821566313,0.308585290087532,0.109503631012584,2.01057878046334,0.561745850294002,2.33357355280007,"3 E 1",2,5,NA,NA,NA
2,NA,NA,NA,0.339780191993427,0.118809513346627,0.506080632770548,0.584196029693889,1.05208342154724,"2 N 1",2,5,NA,NA,NA
3,0.389597287737529,0.434827069176345,0.559775939949056,0.372755790264382,0.191802571221805,1.25344297707494,0.582606672584077,1.0643410676873,"3 N 1",2,5,NA,NA,NA
4,0.395460936716931,0.787297844151212,0.873617407246675,0.338620497076525,0.155620589655187,0.797409778999544,0.556971180886688,1.95244736807189,"1 W 3",2,5,NA,NA,NA
4,2.33797578040422,0.0937921927776441,0.768659553782179,0.431417933921536,0.343406006280429,4.1719800544054,0.469361021696243,3.33030251790337,"3 W 3",2,5,NA,NA,NA
2,NA,NA,NA,0.243891896914566,0.0852806557427745,0.483275276452386,0.577584886465249,1.01826422893138,"3 N 3",2,5,NA,NA,NA
5,0.639682254482601,0.708838967587523,0.963986443735831,0.399593261804465,0.17873715409506,0.837974597328373,0.533890799907662,1.71751961245895,"1 W 1",2,5,NA,NA,NA
2,NA,NA,NA,0.138310926294821,0.132899494111136,2.47816063288848,0.62551502188438,1.5857122990895,"5 W 3",2,5,NA,NA,NA
6,2.73971880158769,0.351707651534331,0.835173765667645,0.810171057580334,0.827812063480119,3.86443905646668,0.668995117427481,3.19123469833874,"4 E 1",2,5,NA,NA,NA
3,0.244221317765671,0.458867972430816,0.832383052242601,0.312915237199767,0.127366545959986,0.75537591849491,0.556548769216701,1.86415290037537,"2 N 3",2,5,NA,NA,NA
5,2.06508135926857,0.117386018885763,0.78968311622602,0.477672395010449,0.490486655664922,3.88887428168499,0.405305014573896,3.51231661620922,"5 W 1",2,5,NA,NA,NA
2,NA,NA,NA,0.347803540424325,0.121615003910667,0.509415442761698,0.580664851871982,1.04321496318065,"1 E 1",2,5,NA,NA,NA
2,NA,NA,NA,0.354470298505607,0.128086025347337,0.605763728986592,0.891661821584643,2.11152658955183,"4 N 1",2,5,NA,NA,NA
3,0.0986905709628487,0.325501404029964,0.936079902219056,0.159953279579782,0.0503498894472416,0.382380595849625,0.677704037753759,1.41282994369951,"5 N 1",2,5,NA,NA,NA
2,NA,NA,NA,0.250205307228961,0.0874882394238896,0.488649709287042,0.580649084830066,1.01912643793964,"4 N 3",2,5,NA,NA,NA
4,0.480837878895172,0.218179793953564,0.713243703498656,0.225459447438001,0.082417513641396,0.950527154288908,0.528327886681999,1.46294908861321,"1 N 1",2,5,NA,NA,NA
9,5.598424575517,0.502047032220053,0.962093720103762,0.932108725263837,1.39283619934898,5.57497901925132,0.575999066924581,4.20724666890249,"4 E 3",2,5,NA,NA,NA
3,0.49598727882347,0.485701775012096,0.62161365005542,0.418529709642376,0.291314131098455,2.31045975829145,0.664690361756666,1.94702232910288,"3 W 1",2,5,NA,NA,NA
3,0.244221317765671,0.555685329659899,0.758589880360022,0.340111351692521,0.124672137075097,0.743414440076658,0.531003823672382,1.83782744887713,"2 E 3",2,5,NA,NA,NA
2,NA,NA,NA,0.0436627432293093,0.0152673681300213,0.394999830811007,0.486649393856407,0.891791721353392,"2 W 3",2,5,NA,NA,NA
3,0.354153392210233,0.329275590437162,0.604952321190941,0.363493347147722,0.155061567730038,1.03547011054736,0.538524834471376,0.849865668320589,"3 E 3",2,5,NA,NA,NA
5,0.657261292697977,0.679605880346292,0.45383291112841,0.471755821683927,0.365314753973714,0.0504259664100306,0.734494700977432,0.12159566821297,"5 E 1",2,6,NA,NA,NA
5,0.56935471319358,0.59621826140158,0.937709289382732,0.641323081534929,0.759612644154671,0.0463231527416194,0.341106826208319,0.165463416245563,"4 W 1",2,6,NA,NA,NA
5,4.38283409038679,0.506326860916375,0.855734646573454,0.610722326860966,0.766767820368572,0.19357888317172,0.413466783661603,0.225556475082317,"2 W 1",2,6,NA,NA,NA
8,5.71053749032051,0.294200354095674,0.713106312255433,0.700767177839361,0.705946748237041,0.142325306926524,0.465539557083336,0.198066070742668,"5 N 3",2,6,NA,NA,NA
2,NA,NA,NA,0.588603781822498,0.554054356557783,0.0471211467160635,0.765332728254162,0.170597466057424,"5 E 3",2,6,NA,NA,NA
2,NA,NA,NA,0.0458181113880909,0.0461906879001075,0.107040131838739,0.587388403330445,0.17124338362003,"1 E 3",2,6,NA,NA,NA
3,0.464529877004637,0.777894593823615,0.375913636105856,0.603032083367475,0.619328395484402,0.0899445400620717,0.671206626306749,0.184928082203247,"2 E 1",2,6,NA,NA,NA
3,1.20048056443926,0.982691441982027,0.820695087903728,0.827750532009705,0.779663491265624,0.109658200500874,0.600442943109593,0.177278364877528,"3 E 1",2,6,NA,NA,NA
2,NA,NA,NA,0.914690616435888,0.861000789647759,0.0501611699477207,0.894864442976718,0.175792288898633,"2 N 1",2,6,NA,NA,NA
3,1.74794430543243,0.582769986889904,0.942020303773142,0.945113105949792,0.931258384226703,0.159996775878703,0.570509204456777,0.208071749634607,"3 N 1",2,6,NA,NA,NA
4,1.40925199335463,0.599563634324162,0.870552157658413,0.709761370945879,0.805707206340324,0.117420803273001,0.625079132042472,0.188160251480947,"1 W 3",2,6,NA,NA,NA
4,4.41701356623707,0.792767662275564,0.831786079004348,0.9981539715097,1.07676200658016,0.206140644798158,0.475908534771876,0.240283025013075,"3 W 3",2,6,NA,NA,NA
2,NA,NA,NA,0.656558665835407,0.618020475531998,0.0477750835525787,0.775680100069775,0.173752285620637,"3 N 3",2,6,NA,NA,NA
5,1.75804717854431,0.490914385242091,0.69170102806577,0.985781869134809,1.07840569834655,0.096563432907765,0.5726223981041,0.172749416175256,"1 W 1",2,6,NA,NA,NA
2,NA,NA,NA,0.138920954706527,0.134074401356859,0.0661174487748807,0.487230327168797,0.169441348139143,"5 W 3",2,6,NA,NA,NA
6,3.56618771034143,0.744914129193504,0.626591076353106,0.99523929089009,1.02478203888602,0.113606395648573,0.561395918619353,0.190318328384487,"4 E 1",2,6,NA,NA,NA
3,0.464529877004637,0.72816807234174,0.77557022272446,0.833236852681819,0.862166428786579,0.0929238351074375,0.641866742615519,0.193150171538024,"2 N 3",2,6,NA,NA,NA
5,3.0914449008543,0.7400804210573,0.527232804632829,0.582663380661309,0.654275488263747,0.14991713953526,0.517779622459015,0.212877138444681,"5 W 1",2,6,NA,NA,NA
2,NA,NA,NA,0.936289525657413,0.881331902224079,0.0500885858379615,0.90056893915129,0.175621967460685,"1 E 1",2,6,NA,NA,NA
2,NA,NA,NA,0.496251700778769,0.251041813566321,0.0378792156325347,0.886827568351439,0.102475906434662,"4 N 1",2,6,NA,NA,NA
3,0.242510544041773,0.86324603353158,0.302831516076418,0.186996470131121,0.131994314312245,0.0380027549043601,0.610898700974494,0.106127674078949,"5 N 1",2,6,NA,NA,NA
2,NA,NA,NA,0.673554409873359,0.634018616077429,0.0478511485885669,0.778329958074505,0.173112670168028,"4 N 3",2,6,NA,NA,NA
4,1.68739404705253,0.681946027193925,0.496792920665843,0.652399498686014,0.588488321712862,0.111406149277709,0.583670235782277,0.176313296072382,"1 N 1",2,6,NA,NA,NA
9,7.43928034099955,0.493461528880655,0.873499398139391,0.900971252080885,1.2426724903426,0.171220239006357,0.370131600241737,0.218034384865142,"4 E 3",2,6,NA,NA,NA
3,1.81692626843625,0.610970604145904,0.836808553951932,0.999444150556495,1.11381721060091,0.185784518129417,0.625478961082908,0.22174858541864,"3 W 1",2,6,NA,NA,NA
3,0.464529877004637,0.850450223197752,0.676588432134998,0.911559437529976,0.881442805152015,0.0894584394578054,0.635883586711765,0.188781267487183,"2 E 3",2,6,NA,NA,NA
2,NA,NA,NA,0.117540405417369,0.110641106469649,0.038937183757851,0.601444682907301,0.153786759334304,"2 W 3",2,6,NA,NA,NA
3,2.53284159640277,0.531441859506276,0.664654631156537,0.956275201811392,0.960113459774033,0.258313474354874,0.532216249604002,0.266072715564512,"3 E 3",2,6,NA,NA,NA
5,0.321686101485872,0.680946430392981,0.455301838883788,0.253826944318668,0.0760100425481529,0.0180940336950072,0.513404178560383,0.069126111613721,"5 E 1",2,7,NA,NA,NA
